MOF,LCD (Å),LCD/PLD,PLD (Å),density (g/cm3),Pore Volume (cm3/g),Porosity,Surface Area (m2/g),%C,%H,%O,%N,%Halojen,%Metalloids,%Ametal,%Metal,Ot-M,MP,TDU,DU,Qst_N2 (kl/mol),U_N2 (mol/kg),D_N2 (cm2/s)
BETHEP_clean,15.93969,2.95945614758207,5.38602,1.55026,0.443538,0.68759921988,781.08,30,10,0,40,5,0,0,15,0,50,61,0.847222222222222,9.6383080626,0.1596753119,6.17256032407051E-05
BETHIT_clean,16.17666,1.53937493041407,10.50859,0.819587,0.934129,0.765599984723,1570.48,35.2941176470588,11.7647058823529,0,47.0588235294118,0,0,0,5.88235294117647,0,16.6666666666667,61,0.847222222222222,7.9210870531,0.2221754633,0.000217652509091916
BETZOR_clean,7.75357,1.6423888614695,4.72091,1.06732,0.519432,0.55440016224,1461.22,48.8372093023256,27.906976744186,17.4418604651163,0,0,0,2.32558139534884,3.48837209302326,10,7.14285714285714,121,0.720238095238095,14.3018044613,0.4829992768,6.45442125084119E-05
BEVWAB_clean,10.82145,1.03308384805583,10.4749,1.13595,0.543335,0.61720139325,1414.52,46.5116279069767,31.0077519379845,10.8527131782946,6.2015503875969,0,0,0,5.42635658914729,4,11.6666666666667,81,0.675,12.6166947892,0.3266277837,0.000146480041105134
BEWVOQ_clean,10.23635,1.23532379075518,8.28637,0.717556,1.0742,0.7707986552,3363.78,30,0,60,0,0,0,0,10,12,33.3333333333333,25,1.04166666666667,4.668802699,0.1184590409,0.00051983707314976
BEWWEH_clean,9.01955,1.14260468592639,7.89385,0.713962,1.07485,0.7674020557,3323.78,30,0,60,0,0,0,0,10,12,33.3333333333333,49,1.02083333333333,4.2806418703,0.1134300055,0.000500249376595372
BEXPAX_clean,6.17717,1.06027816731577,5.82599,0.749009,0.945516,0.708199993644,4307.06,51.8518518518518,22.2222222222222,22.2222222222222,0,0,0,0,3.7037037037037,12,7.14285714285714,34,0.80952380952381,10.9639920421,0.616969027,0.00049278065501027
BEXQIF_clean,8.04962,1.52269201958218,5.28644,0.683962,1.0486,0.7172025532,3605.99,37.5,0,0,56.25,0,0,0,6.25,0,16.6666666666667,49,1.02083333333333,6.8270364782,0.1582840195,0.000184063309551382
BEXQOL_clean,8.04915,1.51482331154643,5.31359,0.699237,1.02598,0.71740317726,3534.09,37.5,0,0,56.25,0,0,0,6.25,0,16.6666666666667,49,1.02083333333333,6.9112365805,0.160915206,0.000213210856407284
BEXQUR_clean,8.07729,1.5055133696418,5.36514,0.705667,1.02031,0.71999909677,3511.67,37.5,0,0,56.25,0,0,0,6.25,0,16.6666666666667,49,1.02083333333333,6.998347011,0.1639055305,0.000262033758625133
BEXRAY_clean,8.11263,1.43838662149008,5.64009,0.639388,1.15611,0.73920286068,4051.63,37.5,0,0,56.25,0,0,0,6.25,0,16.6666666666667,49,1.02083333333333,6.4831970275,0.1609617819,0.000228700247115815
BEXREC_clean,8.13134,1.46515118481107,5.54983,0.665352,1.11039,0.73880020728,3933.67,37.5,0,0,56.25,0,0,0,6.25,0,16.6666666666667,49,1.02083333333333,6.7168688998,0.1659827649,0.000205271921113086
BEXRIG_clean,8.16514,1.4578238179153,5.60091,0.67222,1.09994,0.7394016668,3894.19,37.5,0,0,56.25,0,0,0,6.25,0,16.6666666666667,49,1.02083333333333,6.8097047329,0.1694888842,0.000231096360169908
BEXRUT_clean,6.49399,1.37752638813467,4.71424,1.07075,0.546348,0.585002121,1328.47,46.1538461538462,24.6153846153846,21.5384615384615,3.07692307692308,0,0,0,4.61538461538462,9.33333333333333,10,45,0.75,11.5746080272,0.2792564597,7.24193432041554E-05
BEXSAA_clean,6.21678,1.31694141871195,4.72062,0.992771,0.592684,0.588399487364,1467.57,46.1538461538462,24.6153846153846,21.5384615384615,3.07692307692308,0,0,0,4.61538461538462,9.33333333333333,10,45,0.75,11.304898368,0.2808580933,0.000104620874987101
BEXSEE_clean,6.49176,1.52159778361667,4.26641,1.04973,0.536136,0.56279804328,1311.66,46.1538461538462,24.6153846153846,21.5384615384615,3.07692307692308,0,0,0,4.61538461538462,9.33333333333333,10,45,0.75,11.1458816896,0.2550876264,8.01547904309293E-05
BEXSII_clean,6.27069,1.3079687623847,4.79422,0.943025,0.708359,0.668000245975,2280.86,46.1538461538462,24.6153846153846,21.5384615384615,3.07692307692308,0,0,0,4.61538461538462,9.33333333333333,10,45,0.75,11.5137287583,0.4511111337,8.93230624407167E-05
BEXVEH_clean,9.97626,1.6203434206936,6.15688,0.782835,0.933274,0.73059955179,3030.79,47.2727272727273,23.6363636363636,23.6363636363636,0,0,0,0,5.45454545454545,8.66666666666667,11.5384615384615,157,0.754807692307692,9.1980540951,0.3664593632,0.000262304318456963
BEYSEF_clean,5.61731,1.18309470553793,4.74798,1.17978,0.469069,0.55339822482,1194.41,32,36,8,20,0,0,0,4,4,12.5,29,0.453125,12.188055526,0.2387372282,0.000113161337652972
BIBXIV_clean,18.4936,4.54560202140368,4.06846,0.9977,0.733888,0.7322000576,1660.99,36.144578313253,9.03614457831325,1.80722891566265,7.2289156626506,43.3734939759036,0,0,2.40963855421687,1.5,6.66666666666667,421,0.877083333333333,9.7240216989,0.2505304015,0.000067780324173773
BIBXOB_clean,19.69299,2.46577241208333,7.98654,0.409554,2.01683,0.82600079382,4876.5,51.063829787234,28.7234042553192,3.19148936170213,12.7659574468085,0,0,0,4.25531914893617,1.5,8.33333333333333,70,0.729166666666667,5.7102849339,0.3009694271,0.000478676694771212
BIBXUH_clean,14.73899,2.87507583190773,5.12647,0.739806,0.958089,0.708799990734,2796.6,43.9024390243902,32.9268292682927,3.65853658536585,14.6341463414634,0,0,0,4.8780487804878,1.5,11.1111111111111,46,0.638888888888889,8.6397144036,0.3469502452,0.000155330082418913
BICPUA_clean,13.79678,1.39276160249383,9.90606,0.543859,1.49855,0.81499990445,3871.6,55.9322033898305,30.5084745762712,11.0169491525424,0,0,0,0,2.54237288135593,8.66666666666667,4.54545454545455,97,0.734848484848485,6.4069964329,0.2988649917,0.000436926318332091
BIDPOV_clean,11.29156,1.66079707245899,6.79888,0.619303,1.21621,0.75320250163,3987.54,54.8387096774194,29.0322580645161,12.9032258064516,0,0,0,0,3.2258064516129,8,5.88235294117647,226,0.738562091503268,10.0358448763,0.5305722764,0.000199343475630194
BIFGOO_clean,10.87246,1.2054687292112,9.01928,1.75205,0.315858,0.5533990089,696.781,31.1688311688312,41.5584415584416,7.79220779220779,5.19480519480519,6.92640692640693,0,0,7.35930735930736,2.11764705882353,23.6111111111111,25,0.347222222222222,11.0547735891,0.0920608355,0.000108514017523425
BIFKEI_clean,5.92703,1.36466890771781,4.3432,1.02128,0.596113,0.60879828464,1982.84,42.0289855072464,33.3333333333333,1.44927536231884,14.4927536231884,4.34782608695652,0,0,4.34782608695652,0.666666666666667,10.3448275862069,36,0.620689655172414,13.3242287151,0.5232015986,8.49608489256502E-05
BIGZUO_clean,21.72315,1.03503061045086,20.98793,0.308304,2.93995,0.9063983448,4539.4,42.3529411764706,28.2352941176471,15.2941176470588,7.05882352941176,0,0,0,7.05882352941176,4.33333333333333,16.6666666666667,145,0.671296296296296,3.9805948415,0.2487626078,0.000848738370253
BIHBAX_clean,18.57439,1.05796650735418,17.55669,0.321672,2.79291,0.89840094552,4541.16,42.3529411764706,28.2352941176471,15.2941176470588,7.05882352941176,0,0,0,7.05882352941176,4.33333333333333,16.6666666666667,193,0.670138888888889,4.3708661501,0.2516144213,0.000742965277132889
BIJDUV_clean,8.61386,1.51195152689576,5.69718,0.896671,0.682747,0.612199435237,1900.85,40.5970149253731,47.7611940298507,5.67164179104478,3.58208955223881,0.298507462686567,0,0,2.08955223880597,5.42857142857143,5.14705882352941,113,0.415441176470588,13.0252785795,0.3881722862,8.22730310543498E-05
BINCUY_manual,13.3117,1.54316543843603,8.62623,0.583969,1.24082,0.72460041458,3760.71,47.887323943662,36.6197183098592,8.45070422535211,5.63380281690141,0,0,0,1.40845070422535,12,2.94117647058824,127,0.622549019607843,8.8120765089,0.3679798248,0.00021731003683693
BINDAF_manual,13.14316,1.54677820249685,8.49712,0.600599,1.2008,0.7211992792,3638.73,47.887323943662,36.6197183098592,8.45070422535211,5.63380281690141,0,0,0,1.40845070422535,12,2.94117647058824,127,0.622549019607843,9.095038063,0.3818724043,0.00020762593345753
BINROH_clean,21.31368,2.08205250438123,10.23686,0.503862,1.58059,0.79639923858,3783.82,57.7777777777778,31.1111111111111,8.88888888888889,0,0,0,0,2.22222222222222,8,3.84615384615385,457,0.732371794871795,9.0035120443,0.4285764723,0.000241143720800842
BINRUN_clean,21.10286,2.09070860462628,10.09364,0.511736,1.51992,0.77779778112,3727.96,57.7777777777778,31.1111111111111,8.88888888888889,0,0,0,0,2.22222222222222,8,3.84615384615385,457,0.732371794871795,9.1865513126,0.4446518696,0.00024094603470607
BINSAU_clean,21.88013,2.29663222088684,9.52705,0.471575,1.66972,0.787398209,3994.65,57.7777777777778,31.1111111111111,8.88888888888889,0,0,0,0,2.22222222222222,8,3.84615384615385,457,0.732371794871795,8.4730158807,0.4216209321,0.000285794156896361
BIPLIX_clean,7.36646,1.28010384771782,5.75458,1.07595,0.558949,0.60140117655,1516.94,48.5549132947977,25.4335260115607,15.028901734104,6.9364161849711,0,0,0,4.04624277456647,7.42857142857143,8.33333333333333,125,0.744047619047619,9.8208644894,0.2084697853,0.00015587415886101
BIPSUQ_clean,18.61448,1.09957403975826,16.92881,0.43749,1.9141,0.837399609,4480.84,51.6129032258064,25.8064516129032,15.4838709677419,2.58064516129032,0,0,0,4.51612903225806,6.85714285714286,8.75,361,0.752083333333333,5.8960673315,0.2938980253,0.000636370917561013
BIQVII_clean,5.22147,1.13011248163002,4.62031,1.62242,0.262818,0.42640117956,532.315,53.9325842696629,15.7303370786517,28.0898876404494,0,0,0,0,2.24719101123596,25,4.16666666666667,83,0.864583333333333,19.3541143381,0.4646259487,4.06056781378406E-05
BIRMUM_clean,5.54904,1.18430050154733,4.6855,1.2621,0.335789,0.4237992969,391.853,47.9591836734694,39.7959183673469,9.18367346938776,1.02040816326531,0,0,0,2.04081632653061,9,4.25531914893617,111,0.590425531914894,13.8363843498,0.166959471,5.85465408237797E-05
BIRSEC_clean,6.48832,1.33478709879159,4.86094,1.33798,0.383713,0.51340031974,932.038,41.7391304347826,27.8260869565217,20.8695652173913,3.47826086956522,0,0,0,6.08695652173913,6.85714285714286,14.5833333333333,65,0.677083333333333,12.751151348,0.3145426126,0.000124421017480766
BIRSIG_clean,6.37536,1.34315094900107,4.74657,1.3786,0.362252,0.4994006072,880.813,41.7391304347826,27.8260869565217,20.8695652173913,3.47826086956522,0,0,0,6.08695652173913,6.85714285714286,14.5833333333333,65,0.677083333333333,13.5614511413,0.3570597674,0.000112968152528132
BIWSEG_ion_b,29.73511,2.48414239968855,11.96997,0.466941,1.80537,0.84300127317,3073.15,44.7204968944099,24.8447204968944,0,19.8757763975155,3.1055900621118,0,0,7.45341614906832,0,16.6666666666667,157,0.726851851851852,8.4634587736,0.275256436,0.000184046253877069
BIWSIK_ion_b,18.63687,4.77013506561317,3.90699,0.676975,1.06562,0.7213980995,2868.16,44.1379310344828,22.0689655172414,2.75862068965517,27.5862068965517,0.689655172413793,0,0,2.75862068965517,2,6.25,145,0.755208333333333,8.695283273,0.3109673772,9.88816060717572E-05
BIWYAH10_clean,7.2461,1.31062412050485,5.52874,0.722295,1.0486,0.757398537,3981.85,37.5,0,0,56.25,0,0,0,6.25,0,16.6666666666667,25,1.04166666666667,15.5793414526,0.5396352596,0.00012423193326955
BIXXIR_clean,6.61997,1.68072439041729,3.93876,3.35504,0.140028,0.46979954112,372.13,18.348623853211,7.3394495412844,51.3761467889908,7.3394495412844,0,0.917431192660551,0,14.6788990825688,7,80,33,0.825,13.3099142935,0.077337144,0.000101812688622861
BIXYEO_clean,6.67369,1.66685981891976,4.00375,3.33858,0.140419,0.46880006502,379.707,18.348623853211,7.3394495412844,51.3761467889908,7.3394495412844,0,0.917431192660551,0,14.6788990825688,7,80,33,0.825,14.7814485996,0.0929381156,7.01315917414604E-05
BIYSUZ_clean,8.31867,1.10797563662179,7.50799,1.3283,0.438604,0.5825976932,1135.19,44.6808510638298,19.1489361702128,25.531914893617,6.38297872340426,0,0,0,4.25531914893617,12,9.52380952380952,67,0.797619047619048,11.337183323,0.1857075576,5.30926147633976E-05
BIYTAG_clean,8.33704,1.10670337518352,7.53322,1.33737,0.433835,0.58019791395,1130.67,44.6808510638298,19.1489361702128,25.531914893617,6.38297872340426,0,0,0,4.25531914893617,12,9.52380952380952,67,0.797619047619048,11.7703918259,0.1962371208,3.40525148278656E-05
BIYTOU_clean,7.95789,1.39519337142496,5.70379,1.02105,0.608393,0.62119967265,1836.36,43.75,18.75,25,6.25,0,0,0,6.25,8,14.2857142857143,67,0.797619047619048,10.4819160735,0.3116718611,0.00019184129223153
BIYVEM_clean,7.9618,1.1108909675403,7.16704,1.42154,0.402241,0.57180167114,1056.02,44.6808510638298,19.1489361702128,25.531914893617,6.38297872340426,0,0,0,4.25531914893617,12,9.52380952380952,67,0.797619047619048,11.0301532969,0.1683413391,4.29561153783765E-05
BIYVIQ_clean,8.9412,1.08924520808613,8.20862,1.41865,0.421246,0.5976006379,1015.31,44.6808510638298,19.1489361702128,25.531914893617,6.38297872340426,0,0,0,4.25531914893617,12,9.52380952380952,67,0.797619047619048,11.4185800455,0.1812011404,5.53972565255617E-05
BIYXUE_charged,8.39634,1.23423677688502,6.80286,0.891254,0.728861,0.649600281694,2155.37,44,34.9090909090909,9.81818181818182,8.72727272727273,1.09090909090909,0,0.363636363636364,1.09090909090909,18,2.47933884297521,147,0.607438016528926,12.7506493145,0.4481232318,0.000134778186028283
BIYYAL_charged,8.30709,1.20560344827586,6.8904,0.897695,0.723854,0.64980011653,2129.09,44,34.9090909090909,9.81818181818182,8.72727272727273,1.09090909090909,0,0.363636363636364,1.09090909090909,18,2.47933884297521,147,0.607438016528926,12.8431082312,0.4503512308,0.000140199133969632
BIYYEP_charged,8.05568,2.08745585099078,3.85909,1.72587,0.284494,0.49099965978,546.574,34.5714285714286,27.4285714285714,24,6.85714285714286,0.857142857142857,0,0.285714285714286,6,8,17.3553719008264,147,0.607438016528926,15.7332681307,0.1957898873,1.99616014799576E-05
BIZLUT_clean,8.11197,1.26806990667646,6.3971,0.849879,0.773287,0.657200382273,2360.34,44.9438202247191,35.9550561797753,8.98876404494382,8.98876404494382,0,0,0,1.12359550561798,16,2.5,145,0.604166666666667,12.3640242718,0.4756477042,0.000148049560222469
BIZMAA_clean,8.82584,1.29769436729269,6.80117,0.838203,0.795512,0.666800544936,2423.76,44.9438202247191,35.9550561797753,8.98876404494382,8.98876404494382,0,0,0,1.12359550561798,16,2.5,145,0.604166666666667,12.0887180383,0.463805281,0.000169673526867796
BIZMEE_clean,8.33004,1.28711883000997,6.47185,0.855248,0.772875,0.660999798,2359.47,44.9438202247191,35.9550561797753,8.98876404494382,8.98876404494382,0,0,0,1.12359550561798,16,2.5,145,0.604166666666667,12.3277380236,0.4736469207,0.000162004595342356
BIZMII_clean,8.09188,1.2703148204547,6.36998,0.865187,0.758911,0.656599931357,2317.41,44.9438202247191,35.9550561797753,8.98876404494382,8.98876404494382,0,0,0,1.12359550561798,16,2.5,145,0.604166666666667,12.4524914824,0.476924253,0.000157444866509465
BODPAN_clean,13.14982,1.97322085070242,6.66414,0.888078,0.815469,0.724200078582,2370.57,46.1538461538462,15.3846153846154,30.7692307692308,0,0,0,0,7.69230769230769,8,16.6666666666667,1921,0.833767361111111,12.2740487242,0.3551087817,0.000156836032519757
BOJCIN_clean,5.54889,1.05683681651357,5.25047,1.10605,0.480266,0.5311982093,628.668,40,49.0909090909091,7.27272727272727,1.81818181818182,0,0,0,1.81818181818182,8,4.54545454545455,69,0.392045454545455,15.0832459574,0.314072482,3.67323493531496E-05
BOKQEZ_clean,7.07757,1.57505791660454,4.49353,1.32957,0.407349,0.54159900993,1169.14,40.4494382022472,13.4831460674157,30.3370786516854,0,0,0,6.74157303370786,8.98876404494382,6.75,22.2222222222222,61,0.847222222222222,9.6993055813,0.1698602998,0.000141635905824538
BOLPAU_clean,7.91374,1.55079845032638,5.10301,0.900168,0.718533,0.646800413544,2231.69,50.9090909090909,29.0909090909091,14.5454545454545,0,0,1.81818181818182,0,3.63636363636364,8,7.14285714285714,321,0.716517857142857,11.6879480501,0.4451212153,0.000119745353385585
BOLZIN_clean,18.71247,2.41269106545382,7.75585,0.466942,1.72955,0.8075995361,4222.32,60,25.3846153846154,12.3076923076923,0,0,0,0,2.30769230769231,10.6666666666667,3.84615384615385,493,0.790064102564103,6.5034757893,0.3088500709,0.000380555532880532
BOMCOX_clean,5.96735,1.39239605475923,4.28567,1.1236,0.477752,0.5368021472,1187.38,48.780487804878,31.7073170731707,12.1951219512195,4.8780487804878,0,0,0,2.4390243902439,10,5,109,0.68125,13.7097341531,0.4776164608,0.000097112225850733
BOPHIZ_clean,6.90751,1.3179227697421,5.24121,1.23618,0.462715,0.5719990287,1230.9,53.0120481927711,24.0963855421687,19.2771084337349,0,0,0,0,3.6144578313253,10.6666666666667,6.81818181818182,69,0.784090909090909,12.8135745876,0.3839570167,0.000132817747042212
BOVHEB_clean,5.76843,1.3649954921592,4.22597,1.21128,0.43838,0.5310009264,963.79,48.2758620689655,27.5862068965517,6.89655172413793,13.7931034482759,0,0,0,3.44827586206897,4,7.14285714285714,81,0.723214285714286,16.7763041325,0.9535551962,6.51613417438238E-05
BOWDIC_clean,7.01096,1.51836515471777,4.61744,1.0069,0.57642,0.580397298,1445.42,43.7246963562753,29.1497975708502,16.1943319838057,7.28744939271255,0,0,0,3.64372469635628,8.88888888888889,8.33333333333333,145,0.671296296296296,13.5884953479,0.5289693835,6.12730153716019E-05
BOWZUK_clean,8.36121,1.07009653791958,7.81351,0.894084,0.686289,0.613600014276,1563.97,48.2142857142857,37.5,0,12.5,0,0,0,1.78571428571429,0,3.7037037037037,133,0.615740740740741,11.384030784,0.3349906094,0.00010386070117864
BOXFOK_clean,18.0621,1.73286310342148,10.42327,0.790526,0.872836,0.689999551736,1714.14,47.2573839662447,43.8818565400844,7.17299578059072,0,0,0,0,1.68776371308017,8.5,3.57142857142857,361,0.537202380952381,18.3825033566,0.5376151189,0.000169904301618015
BOXYIY_clean,4.39053,1.13810640917633,3.85775,1.58321,0.321625,0.50919991625,255.886,17.6470588235294,8.82352941176471,58.8235294117647,0,0,0,5.88235294117647,8.82352941176471,13.3333333333333,50,10,0.833333333333333,13.0300671187,0.1029940685,2.32117322482888E-05
BOYCEY_auto,12.37213,2.01900013871097,6.12785,0.613909,1.22689,0.75319881301,3902.93,55.5555555555556,25.9259259259259,14.8148148148148,0,0,0,0,3.7037037037037,8,6.66666666666667,208,0.77037037037037,10.4344723806,0.4584595606,0.0003030295553751
BOYTEQ_clean,4.92609,1.07235079118712,4.59373,1.2701,0.330683,0.4200004783,449.993,51.063829787234,34.0425531914894,8.51063829787234,4.25531914893617,0,0,0,2.12765957446809,8,4.16666666666667,65,0.677083333333333,17.1470844572,0.4709991134,0.000140663748651635
BOYYOF_clean,9.47252,1.46162593873297,6.48081,1.142,0.518737,0.592397654,1341.47,46.875,34.375,12.5,3.125,0,0,0,3.125,8,6.66666666666667,153,0.6375,9.8520310304,0.1795315624,0.000272224650753244
BOZFIH_clean,5.87158,1.23512100718365,4.75385,1.05542,0.568494,0.59999993748,1753.69,49.4117647058824,27.0588235294118,14.1176470588235,5.88235294117647,0,0,0,3.52941176470588,8,7.14285714285714,123,0.732142857142857,13.2729361039,0.5776030626,7.65429621485407E-05
BOZFON_clean,6.15469,1.53266827204427,4.01567,1.24414,0.403491,0.50199929274,915.903,52.5974025974026,32.4675324675325,7.79220779220779,5.19480519480519,0,0,0,1.94805194805195,8,3.7037037037037,225,0.694444444444444,15.5934811742,0.4650352123,5.77769665952901E-05
BUCWAZ_clean,8.06989,1.27734214241847,6.31772,0.986571,0.691486,0.682200034506,2292.01,47.6190476190476,24.7619047619048,22.8571428571429,0,0,0,0,4.76190476190476,9.6,10,75,0.75,10.5282908173,0.3017239972,0.000229503796470656
BUFNOG_charged,17.54491,1.7530027007071,10.00849,0.778482,0.861934,0.671000104188,1532.52,46.6666666666667,43.3333333333333,8.33333333333333,0,0,0,0,1.66666666666667,10,3.57142857142857,361,0.537202380952381,20.1421112637,0.5292763945,6.16029831575326E-05
BUGSAY_clean,4.67913,1.1293517088241,4.1432,1.68326,0.315696,0.53139844896,645.849,26.9230769230769,42.3076923076923,19.2307692307692,3.84615384615385,0,0,3.84615384615385,3.84615384615385,10,14.2857142857143,7,0.25,14.9741424279,0.2227998157,3.79470344596835E-05
BUGSEC_clean,4.72085,1.12647405519684,4.19082,1.60879,0.334413,0.53800029027,684.479,26.9230769230769,42.3076923076923,19.2307692307692,3.84615384615385,0,0,3.84615384615385,3.84615384615385,10,14.2857142857143,7,0.25,20.4537278903,0.5891505821,1.62283819779928E-05
BUGSIG_clean,4.72751,1.13023967485506,4.18275,1.638,0.326984,0.535599792,670.147,26.9230769230769,42.3076923076923,19.2307692307692,3.84615384615385,0,0,3.84615384615385,3.84615384615385,10,14.2857142857143,7,0.25,14.0578875946,0.1942999014,6.15024430246442E-05
BUGSOM_clean,4.69508,1.12760852596818,4.16375,1.65941,0.321319,0.53319996179,658.798,26.9230769230769,42.3076923076923,19.2307692307692,3.84615384615385,0,0,3.84615384615385,3.84615384615385,10,14.2857142857143,7,0.25,21.7872517855,0.6673549414,0.000017881436429032
BUKMUQ01_clean,5.90111,1.24538555371245,4.73838,0.853512,0.824593,0.703800020616,3436.94,43.75,18.75,25,6.25,0,0,0,6.25,8,14.2857142857143,23,0.821428571428571,9.2324794241,0.32275371,0.000306834569514427
BUKRUW01_clean,10.63994,2.05560203011165,5.17607,0.946218,0.779313,0.737399988234,2542.96,35.8208955223881,17.910447761194,16.4179104477612,17.910447761194,0,0,0,11.9402985074627,2.75,33.3333333333333,73,0.760416666666667,7.2070801658,0.1710027788,0.000185267344418089
BUKRUW02_clean,10.18784,1.75619106721139,5.8011,0.90051,0.821091,0.73940065641,2701.41,33.3333333333333,14.2857142857143,22.2222222222222,19.047619047619,0,0,0,11.1111111111111,4,33.3333333333333,67,0.797619047619048,6.7899779759,0.1621136981,0.000210103649024218
BUKRUW03_clean,10.56885,2.06289488631373,5.12331,0.827757,0.922976,0.763999844832,3286.2,35,20,13.3333333333333,20,0,0,0,11.6666666666667,2.28571428571429,33.3333333333333,61,0.726190476190476,6.5323162974,0.1590526559,0.000230107496693363
BULBER_clean,7.8305,1.83262186274234,4.27284,1.49467,0.370918,0.55440000706,961.456,47.7611940298507,17.910447761194,28.3582089552239,1.49253731343284,0,0,0,4.47761194029851,12.6666666666667,9.375,105,0.8203125,20.2405843918,0.5355759223,2.93706615326942E-05
BUNKUS_clean,39.11063,1.04360635300811,37.47642,0.375289,2.30702,0.86579922878,3483.2,50.4504504504504,28.8288288288288,12.6126126126126,0,5.40540540540541,0,0,2.7027027027027,9.33333333333333,5.35714285714286,241,0.717261904761905,7.1331339463,0.3417246346,0.000843111397362839
BUNLAZ_clean,38.39638,1.06381319895515,36.09316,0.330751,2.65335,0.87759816585,4285.91,53.4653465346535,31.6831683168317,11.8811881188119,0,0,0,0,2.97029702970297,8,5.55555555555556,229,0.70679012345679,5.8967337327,0.3516295929,0.000971618985799775
BUPVEP_clean,8.00881,2.10983577190367,3.79594,1.70124,0.342103,0.58199930772,932.564,38.7096774193548,0,51.6129032258064,0,0,0,0,9.67741935483871,10.6666666666667,25,97,1.01041666666667,10.0387034683,0.1092478731,9.10098949969491E-05
BUQWER_clean,5.03897,1.21559512408118,4.14527,1.26322,0.39708,0.5015993976,690.465,44.4444444444444,29.6296296296296,14.8148148148148,7.40740740740741,0,0,0,3.7037037037037,8,8.33333333333333,73,0.675925925925926,17.2367296777,0.6760988404,2.35478958886243E-05
BURJOO_clean,5.25312,1.13602833842621,4.62411,1.36621,0.318253,0.43480043113,581.927,45.6521739130435,28.2608695652174,8.69565217391304,15.2173913043478,0,0,0,2.17391304347826,8,4.76190476190476,59,0.702380952380952,14.9099219034,0.2942563451,7.15635337290384E-05
BURQIQ_clean,8.30102,1.52593681927224,5.43995,0.998622,0.629868,0.629000041896,1910.93,50.2994011976048,28.7425149700599,14.3712574850299,2.39520958083832,0,0,0,4.19161676646707,6.85714285714286,8.33333333333333,121,0.720238095238095,15.0389200999,0.6098155038,7.73440884758694E-05
BUSNAF_clean,7.07895,1.30297095673973,5.43293,1.23597,0.376708,0.46559978676,606.348,45.6140350877193,35.0877192982456,0,17.5438596491228,0,0,0,1.75438596491228,0,3.84615384615385,49,0.628205128205128,12.8293208987,0.2161775448,0.000100785660014619
BUSQEM_clean,5.28773,1.41368035504224,3.7404,0.951333,0.593903,0.564999522699,812.409,55.7377049180328,26.2295081967213,0,16.3934426229508,0,0,0,1.63934426229508,0,2.94117647058824,53,0.779411764705882,17.4288050979,0.9182088699,3.65158406157259E-05
BUSQIQ_clean,4.44057,1.19139248928823,3.72721,1.56982,0.274044,0.43019975208,636.398,25,25,40,0,0,0,0,10,8,40,6,0.6,32.9199473661,3.2528565892,9.69623857211009E-06
BUSRUE_clean,6.9387,1.25719990505819,5.51917,1.06823,0.525916,0.56179924868,1396.46,53.5211267605634,28.169014084507,11.2676056338028,5.63380281690141,0,0,0,1.40845070422535,16,2.63157894736842,113,0.743421052631579,13.5458940662,0.5069704254,6.40188455295249E-05
BUVWOF02_clean,7.02744,1.30429795597922,5.38791,1.22872,0.372258,0.45740084976,660.538,47.0588235294118,31.3725490196078,0,19.6078431372549,0,0,0,1.96078431372549,0,4.16666666666667,49,0.680555555555556,12.3075645472,0.1826432163,0.000057914937701329
BUVWOF03_clean,7.08217,1.24045988044089,5.70931,1.19421,0.401773,0.47980133433,670.058,47.0588235294118,31.3725490196078,0,19.6078431372549,0,0,0,1.96078431372549,0,4.16666666666667,97,0.673611111111111,12.568617478,0.1835318553,6.10218998837922E-05
BUVXOG_clean,6.82532,1.31004725545971,5.20998,1.26745,0.370036,0.4690021282,612.785,47.0588235294118,31.3725490196078,0,19.6078431372549,0,0,0,1.96078431372549,0,4.16666666666667,49,0.680555555555556,12.7316858555,0.1865434004,5.89750336443659E-05
BUVYEX_clean,7.01349,1.26168910252374,5.55881,1.21167,0.388885,0.47120028795,648.971,47.0588235294118,31.3725490196078,0,19.6078431372549,0,0,0,1.96078431372549,0,4.16666666666667,97,0.673611111111111,12.8216711821,0.1910498912,3.68960121422042E-05
BUVYIB_clean,10.88811,1.27255079107026,8.55613,0.702067,0.991073,0.695799647891,3162.26,47.0588235294118,31.3725490196078,0,19.6078431372549,0,0,0,1.96078431372549,0,4.16666666666667,49,0.680555555555556,12.0781132091,0.6013690286,0.000125966203895135
BUVYIB01_clean,10.81747,1.2540133174439,8.62628,0.682989,1.03457,0.70659992973,3351.88,47.0588235294118,31.3725490196078,0,19.6078431372549,0,0,0,1.96078431372549,0,4.16666666666667,49,0.680555555555556,11.4762021827,0.5745227472,0.000185109050384283
BUWMEN_clean,5.23161,1.36451272153467,3.83405,1.19035,0.545721,0.64959899235,1735.06,40,22.8571428571429,25.7142857142857,5.71428571428571,0,0,0,5.71428571428571,9,14.2857142857143,41,0.732142857142857,14.8058401734,0.2783779916,3.73960285671465E-05
BUWMIR_clean,5.20646,1.3633937806874,3.81875,1.17377,0.569448,0.66840097896,1783.12,43.75,18.75,25,6.25,0,0,0,6.25,8,14.2857142857143,45,0.803571428571429,18.0189185693,0.3981648946,2.11215328804037E-05
