name,k,VF,density,ASA_grav,ASA_vol,LPD,PLD,volume,,,,N_atoms,,N_metal_containing_bonds,N_metal_nonmetal_bonds,N_metal_linker_bonds,formula,metal_nonmetal_ratio,metal_node_connectivity,metal_node_name,N_atoms_per_linker,linker_SMILES,N_ccs
SR_nkq_v1-3c_Cu_imadazoline_Ch_v2-3c_B_Ch_v3-4c_Cu_1_Ch_v4-4c_bicyclooctane_Ch_3B_fused_8H_Ch_ntn_edge_1x1x1,0.06424,0.93486,0.147463,5954.32,878.045,27.77539,23.00689,39692.05062,,,,364,,21,20,20,C54Cu2H30N3O2,0.02247191,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","36,160",C1:C:C2:C(:C:C:C3:C:C(:C:C:C:3:2)C2:C:N:N:C:2):C:C:1C1:C:N:N:C:1___O:C(:O)C1:C:C2:C:C(:C:1)C1:C:C:C3:C(:C:C:C4:C:C(:C:C:C:4:3)C3:C:C(:C:C(:C:3)C3:C:C:C4:C(:C:C:C5:C:C(:C:C:C:5:4)C4=CC5(C=C(C6:C:C:C7:C(:C:C:C8:C:C(:C:C:C:8:7)C7:C:N:N:C:7):C:6)C4C(=C5)C4:C:C:C5:C(:C:C:C6:C:C2:C:C:C:6:5):C:4)C2:C:C:C4:C(:C:C:C5:C:C(:C:C:C:5:4)C4:C:N:N:C:4):C:2):C:3)C(:O):O):C:1,1
SR_pbz_v1-3c_Cu_imadazoline_Ch_2B_1TrU_Ch_1x1x1,0.05579,0.98772,0.0301745,7472.72,225.486,85.62104,60.35173,862653.0971,,,,1368,,144,144,144,C10Cu1H6N2,0.055555556,3,3c_Cu_imadazoline_Ch,36,C(#CC1:C:C:C(:C:C:1)C1:C:N:N:C:1)C1:C:C:C(:C:C:1)C1:C:N:N:C:1,1
SR_rtw_v1-4c_V_1_Ch_v2-5c_bicyclooctane_Ch_ntn_edge_1B_2Br_Ch_1x1x3,0.89499,0.50608,1.55358,643.452,999.652,8.33959,5.93815,21111.1988,,,,1200,,108,96,96,Br4C28H10N3O4V1,0.020408163,4,4c_V_1_Ch,,None,1
SR_pfm_v1-12c_Eu_1_Ch_v2-4c_porphyrin_Ch_v3-4c_bicyclooctane_Ch_1B_4Br_Ch_2x2x1,0.11284,0.52324,1.99945,0,0,7.16888,3.44824,45040.67167,,,,1856,,384,384,192,Br24C60Eu3H11N2O16,0.026548673,12,12c_Eu_1_Ch,"86,64",O:C(:O)C1:C(Br):C(Br):C(:C(Br):C:1Br)C1:C2:C:C:C(:N:2):C(C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C2:C:C:C(:[NH]:2):C(C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C2:C:C:C(:N:2):C(C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C2:C:C:C:1:[NH]:2___O:C(:O)C1:C(Br):C(Br):C(C2=CC3(C=C(C4:C(Br):C(Br):C(C(:O):O):C(Br):C:4Br)C2C(=C3)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C(Br):C:1Br,1
SR_met_v1-6c_Zn_1_Ch_v2-6c_Zn_1_Ch_v3-3c_pyrrole_Ch_1B_4CN_Ch_1x1x1,0.05094,0.84998,0.37198,2659.23,989.182,30.22778,20.9661,184980.8921,,,,2904,,384,384,288,C74H4N26O13Zn4,0.034188034,6,6c_Zn_1_Ch,58,N#CC1:C(C#N):C(:C(C#N):C(C#N):C:1C(:O):O)C1:C:C:C(C2:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:2C#N):N:1C1:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:1C#N,1
SR_lil_v1-4c_Cu_1_Ch_v2-3c_Cu_imadazoline_Ch_ntn_edge_1B_2CF3_Ch_2x1x2,0.11861,0.89072,0.369235,4489.69,1657.75,15.79596,13.94589,93030.13849,,,,1248,,336,320,320,C15Cu4F3H7N6O4,0.114285714,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","30,10",FC(F)(F)C1:C:C(C2:C:N:N:C:2):C(:C:C:1C1:C:N:N:C:1)C(F)(F)F___O:C(:O)C1:C:N:N:C:1,1
SR_mhg_v1-6c_CdZn_1_Ch_v2-6c_CdZn_1_Ch_ntn_edge_2B_4CN_Ch_1x1x2,0.18268,0.61662,1.70475,815.058,1389.47,8.7006,5.62011,29350.34975,,,,1144,,640,640,480,C50Cd15N8O65Zn5,0.162601626,6,6c_CdZn_1_Ch,"34,6",N#CC1:C(C#N):C(:C(C#N):C(C#N):C:1C(:O):O)C1:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:1C#N___O:C(:O)C(:O):O,1
SR_mcn_v1-3c_B_Ch_v2-6c_CdZn_1_Ch_1B_2DoU_Ch_ntn_edge_1x1x2,0.12661,0.85882,0.359641,4993.52,1795.87,16.54041,13.89771,54533.16566,,,,1048,,128,128,96,C68Cd3H46O13Zn1,0.031496063,6,6c_CdZn_1_Ch,"6,120",O:C(:O)C(:O):O___O:C(:O)C=CC1:C:C:C(C=CC2:C:C(C=CC3:C:C:C(C=CC(:O):O):C:C:3):C:C(C=CC3:C:C:C(C=CC4:C:C(C=CC5:C:C:C(C=CC(:O):O):C:C:5):C:C(C=CC5:C:C:C(C=CC(:O):O):C:C:5):C:4):C:C:3):C:2):C:C:1,1
SR_nkq_v1-3c_triazine_Ch_v2-3c_triazine_Ch_v3-4c_Ni_1_Ch_v4-4c_1anC_Ch_2B_4Br_Ch_1x1x2,0.04906,0.86908,0.566787,2268.81,1285.93,25.8142,21.74213,73465.07299,,,,704,,18,16,16,Br60C102N9Ni1O4,0.005714286,4,4c_Ni_1_Ch,,None,1
SR_pdp_v1-3c_Cu_imadazoline_Ch_v2-6c_bicyclooctane_Ch_v3-4c_Cu_1_Ch_1B_4H_Ch_1x1x1,0.08644,0.89204,0.293608,5281.76,1550.76,27.43728,11.906,98492.16532,,,,1460,,198,192,192,C184Cu21H112N36O12,0.061046512,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","112,20",C1:C:C(:C:C:C:1C1=C(C2:C:C:C(:C:C:2)C2:C:N:N:C:2)C2C(=C(C3:C:C:C(:C:C:3)C3:C:N:N:C:3)C1C(=C2C1:C:C:C(:C:C:1)C1:C:N:N:C:1)C1:C:C:C(:C:C:1)C1:C:N:N:C:1)C1:C:C:C(:C:C:1)C1:C:N:N:C:1)C1:C:N:N:C:1___O:C(:O)C1:C:C:C(:C:C:1)C1:C:N:N:C:1,1
SR_mhg_v1-6c_Zr_1_Ch_v2-6c_Zr_1_Ch_ntn_edge_2B_2Br_Ch_1x1x2,0.19089,0.55094,1.52682,462.771,706.568,8.51263,3.99098,54262.84864,,,,2800,,1920,1920,480,Br2C21H57O80Zr15,0.09375,6,6c_Zr_1_Ch,"6,26",O:C(:O)C(:O):O___O:C(:O)C1:C:C(Br):C(:C:C:1Br)C1:C:C(Br):C(:C:C:1Br)C(:O):O,1
SR_lil_v1-4c_Cu_1_Ch_v2-3c_Cu_imadazoline_Ch_1B_2Br_Ch_1x1x1,0.07004,0.92694,0.255319,4209.41,1074.74,25.32436,21.5235,58540.75174,,,,448,,84,80,80,Br5C26Cu4H11N6O4,0.076923077,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","24,20",BrC1:C:C(C2:C:N:N:C:2):C(Br):C:C:1C1:C:N:N:C:1___O:C(:O)C1:C:C(Br):C(:C:C:1Br)C1:C:N:N:C:1,1
SR_pyo_v1-3c_Cu_imadazoline_Ch_v2-3c_triazine_Ch_v3-3c_Cu_imadazoline_Ch_ntn_edge_1B_4Br_Ch_1x1x1,0.08403,0.94578,0.208707,4353.01,908.506,25.8697,21.862,101753.1741,,,,624,,120,120,120,Br4C22Cu5H10N11,0.106382979,3,3c_Cu_imadazoline_Ch,"57,14",BrC1:C(Br):C(C2:N:C(:N:C(:N:2)C2:C(Br):C(Br):C(C3:C:N:N:C:3):C(Br):C:2Br)C2:C(Br):C(Br):C(C3:C:N:N:C:3):C(Br):C:2Br):C(Br):C(Br):C:1C1:C:N:N:C:1___C1:N:N:C:C:1C1:C:N:N:C:1,1
SR_myc_v1-6c_Zn_1_Ch_v2-3c_B_Ch_2B_2NO2_Ch_1x1x1,0.03713,0.91528,0.209242,5184.1,1084.73,32.76439,28.24488,206859.6284,,,,2080,,128,128,96,C114H39N30O73Zn4,0.015625,6,6c_Zn_1_Ch,170,O:C(:O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C:C(:C:1)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C:C(:C:1)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C(:O):O)N(:O):O)N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C(:O):O)N(:O):O)N(:O):O)N(:O):O)N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C(:O):O)N(:O):O)N(:O):O)N(:O):O)N(:O):O,1
SR_smh_v1-6c_Mg_1_Ch_3B_fused_8H_Ch_1x1x1,0.06253,0.93756,0.137002,5090.9,697.464,63.13903,62.36991,203126.669,,,,1368,,360,360,144,C9H5Mg1O4,0.055555556,6,6c_Mg_1_Ch,28,O:C(:O)C1:C:C:C2:C(:C:C:C3:C:C(:C:C:C:3:2)C(:O):O):C:1,1
SR_nkf_v1-3c_triazine_Ch_v2-3c_triazine_Ch_v3-3c_triazine_Ch_v4-4c_B_Ch_v5-4c_In_1_Ch_1B_2CF3_Ch_2x2x1,0.11532,0.78518,0.560106,3850.72,2156.81,12.39752,9.40421,96982.6177,,,,2440,,64,64,64,C154F90H34In1N18O8,0.003289474,4,4c_In_1_Ch,,None,1
SR_mot_v1-4c_V_1_Ch_v2-4c_V_1_Ch_2TrU_Ch_1DoU_Ch_1x1x2,1.73852,0.87006,0.367158,4852.49,1781.63,17.61291,17.12505,19502.19304,,,,264,,108,96,96,C16H2O12V3,0.1,4,4c_V_1_Ch,"10,10",O:C(:O)C#CC#CC(:O):O___O:C(:O)C=CC(:O):O,1
SR_rtw_v1-4c_V_1_Ch_v2-5c_bicyclooctane_Ch_2B_2CH3_Ch_1x1x1,0.15742,0.83538,0.319068,6011.35,1918.03,16.28938,13.22584,45142.57977,,,,1136,,36,32,32,C72H62N3O4V1,0.007092199,4,4c_V_1_Ch,,None,1
SR_mef_v1-5c_pyrrole_Ch_v2-5c_pyrrole_Ch_v3-4c_Ni_1_Ch_v4-6c_Ni_1_Ch_v5-5c_bicyclooctane_Ch_1B_2NH2_Ch_1x1x1,0.21564,0.73454,0.608307,2156.39,1311.75,21.07878,14.04307,119929.6613,,,,4652,,342,336,240,C522H404N150Ni19O68,0.016608392,"4,6","4c_Ni_1_Ch,6c_Ni_1_Ch",,None,1
SR_smg_v1-6c_Fe_1_Ch_1DoU_Ch_1x1x1,0.80604,0.73984,0.742248,2572.15,1909.17,11.81333,9.45275,24440.79786,,,,612,,270,270,216,C12Fe3H6O13,0.096774194,6,6c_Fe_1_Ch,10,O:C(:O)C=CC(:O):O,1
SR_nha_v1-6c_Fe_1_Ch_v2-3c_B_Ch_ntn_edge_1x1x1,1.54516,0.62634,1.14756,1110.08,1273.88,11.48014,6.9494,17282.54329,,,,672,,360,360,288,C10Fe3H2O13,0.12,6,6c_Fe_1_Ch,"6,18",O:C(:O)C(:O):O___O:C(:O)C1:C:C(:C:C(:C:1)C(:O):O)C(:O):O,1
SR_nox_v1-3c_Cu_imadazoline_Ch_v2-4c_Cu_1_Ch_ntn_edge_1B_2SH_Ch_1x1x1,0.02997,0.94662,0.161793,5041.11,815.614,31.57749,27.75577,99323.4188,,,,632,,132,128,128,C32Cu7H20N12O4S4,0.097222222,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","14,22",C1:N:N:C:C:1C1:C:N:N:C:1___O:C(:O)C1:C:C(S):C(:C:C:1S)C1:C:N:N:C:1,1
SR_llk_v1-3c_pyrrole_Ch_v2-12c_Eu_1_Ch_1TrU_Ch_1x1x1,0.17818,0.7164,0.973006,2119.98,2062.75,13.34203,6.50667,21671.66277,,,,636,,288,288,144,C26Eu3H6N2O16,0.06,12,12c_Eu_1_Ch,22,O:C(:O)C#CC1:C:C:C(C#CC(:O):O):N:1C#CC(:O):O,1
SR_pfm_v1-12c_Eu_1_Ch_v2-4c_porphyrin_Ch_v3-4c_bicyclooctane_Ch_2B_4Br_Ch_2x2x1,0.07219,0.67572,1.39905,1286.47,1799.83,10.93766,6.36321,108995.4462,,,,2816,,384,384,192,Br48C96Eu3H11N2O16,0.01734104,12,12c_Eu_1_Ch,"126,104",O:C(:O)C1:C(Br):C(Br):C(:C(Br):C:1Br)C1:C(Br):C(Br):C(:C(Br):C:1Br)C1:C2:C:C:C(:N:2):C(C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C2:C:C:C(:[NH]:2):C(C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C2:C:C:C(:N:2):C(C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C2:C:C:C:1:[NH]:2___O:C(:O)C1:C(Br):C(Br):C(:C(Br):C:1Br)C1:C(Br):C(Br):C(C2=CC3(C=C(C4:C(Br):C(Br):C(:C(Br):C:4Br)C4:C(Br):C(Br):C(C(:O):O):C(Br):C:4Br)C2C(=C3)C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br)C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C(Br):C:1Br,1
SR_llk_v1-3c_pyrrole_Ch_v2-12c_Zr_1_Ch_2B_2SH_Ch_1x1x1,0.08546,0.7811,0.537445,3261.29,1752.76,25.27426,11.22179,89525.59591,,,,2220,,288,288,144,C86H54N2O16S24Zr3,0.016483516,12,12c_Zr_1_Ch,88,O:C(:O)C1:C:C(S):C(:C:C:1S)C1:C:C(S):C(:C:C:1S)C1:C:C:C(C2:C:C(S):C(:C:C:2S)C2:C:C(S):C(:C:C:2S)C(:O):O):N:1C1:C:C(S):C(:C:C:1S)C1:C:C(S):C(:C:C:1S)C(:O):O,1
SR_pfm_v1-12c_Zr_1_Ch_v2-4c_porphyrin_Ch_v3-4c_bicyclooctane_Ch_1B_4H_Ch_1DoU_Ch_2x2x1,0.17533,0.6735,0.821781,2285.25,1877.97,9.43278,4.94294,39233.34894,,,,1664,,384,384,192,C52H31N2O16Zr3,0.02970297,12,12c_Zr_1_Ch,"64,62",O:C(:O)C1:C:C:C(:C:C:1)C1=CC2(C=C(C3:C:C:C(:C:C:3)C(:O):O)C1C(=C2)C1:C:C:C(:C:C:1)C(:O):O)C1:C:C:C(:C:C:1)C(:O):O___O:C(:O)C=CC1:C2:C:C:C(:N:2):C(C=CC(:O):O):C2:C:C:C(:[NH]:2):C(C=CC(:O):O):C2:C:C:C(:N:2):C(C=CC(:O):O):C2:C:C:C:1:[NH]:2,1
SR_sab_v1-3c_B_Ch_v2-6c_Fe_1_Ch_2B_2CF3_Ch_1x1x1,0.0645,0.84382,0.415879,3694.29,1536.38,21.18223,16.24105,100393.2889,,,,1856,,120,120,96,C114F72Fe3H30O13,0.013100437,6,6c_Fe_1_Ch,114,O:C(:O)C1:C:C(:C(:C:C:1C(F)(F)F)C1:C:C(:C(:C:C:1C(F)(F)F)C1:C:C(:C:C(:C:1)C1:C:C(:C(:C:C:1C(F)(F)F)C1:C:C(:C(:C:C:1C(F)(F)F)C(:O):O)C(F)(F)F)C(F)(F)F)C1:C:C(:C(:C:C:1C(F)(F)F)C1:C:C(:C(:C:C:1C(F)(F)F)C(:O):O)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,1
SR_nebe_v1-6c_Zr_1_Ch_v2-6c_Zr_1_Ch_1TrU_Ch_ntn_edge_2x1x1,0.11288,0.7475,0.806659,2152.45,1736.29,12.86711,10.46143,159895.5707,,,,4544,,3072,3072,768,C11H22O32Zr6,0.092307692,6,6c_Zr_1_Ch,"8,6",O:C(:O)C#CC(:O):O___O:C(:O)C(:O):O,1
SR_nia_v1-6c_CdZn_1_Ch_v2-6c_bicyclooctane_Ch_2B_4CN_Ch_2x2x1,0.10517,0.73184,0.649496,2782.79,1807.41,13.88661,6.36427,69121.52085,,,,1608,,128,128,96,C134Cd3H2N48O13Zn1,0.020304569,6,6c_CdZn_1_Ch,196,N#CC1:C(C#N):C(:C(C#N):C(C#N):C:1C1=C(C2:C(C#N):C(C#N):C(:C(C#N):C:2C#N)C2:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:2C#N)C2C(=C(C3:C(C#N):C(C#N):C(:C(C#N):C:3C#N)C3:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:3C#N)C1C(=C2C1:C(C#N):C(C#N):C(:C(C#N):C:1C#N)C1:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:1C#N)C1:C(C#N):C(C#N):C(:C(C#N):C:1C#N)C1:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:1C#N)C1:C(C#N):C(C#N):C(:C(C#N):C:1C#N)C1:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:1C#N)C1:C(C#N):C(C#N):C(C(:O):O):C(C#N):C:1C#N,1
SR_pfm_v1-12c_Zr_1_Ch_v2-4c_porphyrin_Ch_v3-4c_bicyclooctane_Ch_2B_4Br_Ch_2x2x1,0.08811,0.67212,1.36786,1319.53,1804.93,10.29821,5.92647,107943.5418,,,,2816,,384,384,192,Br48C96H11N2O16Zr3,0.01734104,12,12c_Zr_1_Ch,"126,104",O:C(:O)C1:C(Br):C(Br):C(:C(Br):C:1Br)C1:C(Br):C(Br):C(:C(Br):C:1Br)C1:C2:C:C:C(:N:2):C(C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C2:C:C:C(:[NH]:2):C(C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C2:C:C:C(:N:2):C(C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C2:C:C:C:1:[NH]:2___O:C(:O)C1:C(Br):C(Br):C(:C(Br):C:1Br)C1:C(Br):C(Br):C(C2=CC3(C=C(C4:C(Br):C(Br):C(:C(Br):C:4Br)C4:C(Br):C(Br):C(C(:O):O):C(Br):C:4Br)C2C(=C3)C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br)C2:C(Br):C(Br):C(:C(Br):C:2Br)C2:C(Br):C(Br):C(C(:O):O):C(Br):C:2Br):C(Br):C:1Br,1
SR_llk_v1-3c_pyrrole_Ch_v2-12c_Zr_1_Ch_4B_fused_8H_Ch_1x1x1,0.11483,0.81262,0.433289,4034.08,1747.92,25.1804,12.59963,88911.16378,,,,2220,,288,288,144,C110H54N2O16Zr3,0.016483516,12,12c_Zr_1_Ch,88,O:C(:O)C1:C:C2:C:C:C3:C:C(:C:C4:C:C:C(:C:1):C:2:C:3:4)C1:C:C:C(C2:C:C3:C:C:C4:C:C(:C:C5:C:C:C(:C:2):C:3:C:4:5)C(:O):O):N:1C1:C:C2:C:C:C3:C:C(:C:C4:C:C:C(:C:1):C:2:C:3:4)C(:O):O,1
SR_lil_v1-4c_Cu_1_Ch_v2-3c_Cu_imadazoline_Ch_ntn_edge_1B_2OH_Ch_2x1x2,0.11893,0.89732,0.341397,4615.71,1575.79,17.03757,14.67977,92522.55745,,,,1184,,336,320,320,C14Cu4H8N6O5,0.121212121,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","10,26",O:C(:O)C1:C:N:N:C:1___OC1:C:C(C2:C:N:N:C:2):C(O):C:C:1C1:C:N:N:C:1,1
SR_pbpl_v1-3c_B_Ch_v2-3c_Cu_imadazoline_Ch_v3-3c_B_Ch_1B_2Br_Ch_ntn_edge_1x1x1,0.08565,0.93988,0.183435,4560.03,836.467,55.17467,25.6166,386653.74,,,,2736,,288,288,288,Br1C10Cu1H5N2,0.055555556,3,3c_Cu_imadazoline_Ch,"56,156",BrC1:C:C(C2:C:C(:C:C(:C:2)C2:C:N:N:C:2)C2:C:N:N:C:2):C(Br):C:C:1C1:C:C(:C:C(:C:1)C1:C:N:N:C:1)C1:C:N:N:C:1___BrC1:C:C2C3:C:C(:C:C(:C:3)C3:C:C(Br):C(:C:C:3Br)C3:C:C(:C:C(:C:3)C3:C:C(Br):C(:C:C:3Br)C3:C:C(:C:C(:C:3)C3:C:C(Br):C(:C:C:3Br)C3:C:C(:C:C(:C:3)C3:C:C(Br):C(:C:C:3Br)C3:C:C(:C:C(:C:3)C3:C:C(Br):C(:C:C:3Br)C3:C:C(:C:C(:C:3)C:1:C:C:2Br)C1:C:N:N:C:1)C1:C:N:N:C:1)C1:C:N:N:C:1)C1:C:N:N:C:1)C1:C:N:N:C:1)C1:C:N:N:C:1,1
SR_nha_v1-6c_Fe_1_Ch_v2-3c_B_Ch_ntn_edge_1B_2Br_Ch_1x1x1,0.24422,0.46872,1.79559,0,0,8.40143,3.21608,21433.75618,,,,1152,,360,360,288,Br4C22Fe3H6O13,0.066666667,6,6c_Fe_1_Ch,"6,48",O:C(:O)C(:O):O___O:C(:O)C1:C:C(Br):C(:C:C:1Br)C1:C:C(:C:C(:C:1)C1:C:C(Br):C(:C:C:1Br)C(:O):O)C1:C:C(Br):C(:C:C:1Br)C(:O):O,1
SR_msq_v1-8c_Co_2_Ch_v2-8c_Co_1_Ch_v3-6c_bicyclooctane_Ch_2B_2CN_Ch_1x1x2,0.12593,0.7647,0.51998,3323.84,1728.33,22.40371,20.19339,55343.51075,,,,1502,,120,120,96,C456Cl2Co12H120N144O17,0.01623816,8,"8c_Co_1_Ch,8c_Co_2_Ch",184,N#CC1:C:C(:C(C#N):C:C:1C1=C(C2:C:C(C#N):C(:C:C:2C#N)C2:C:C(C#N):C(:C:C:2C#N)C2C:N:N:N:2)C2C(=C(C3:C:C(C#N):C(:C:C:3C#N)C3:C:C(C#N):C(:C:C:3C#N)C3C:N:N:N:3)C1C(=C2C1:C:C(C#N):C(:C:C:1C#N)C1:C:C(C#N):C(:C:C:1C#N)C(:O):O)C1:C:C(C#N):C(:C:C:1C#N)C1:C:C(C#N):C(:C:C:1C#N)C(:O):O)C1:C:C(C#N):C(:C:C:1C#N)C1:C:C(C#N):C(:C:C:1C#N)C1C:N:N:N:1)C1:C:C(C#N):C(:C:C:1C#N)C1C:N:N:N:1,1
SR_ptr_v1-4c_Cd_1_Ch_v2-4c_ethene_Ch_1B_2CF3_Ch_1x1x1,0.06507,0.76976,0.657271,2466.31,1621.03,15.52901,13.86308,61378.79563,,,,1422,,144,144,144,C38Cd1F24H8O8,0.012820513,4,4c_Cd_1_Ch,78,O:C(:O)C1:C:C(:C(:C:C:1C(F)(F)F)C(=C(C1:C:C(:C(:C:C:1C(F)(F)F)C(:O):O)C(F)(F)F)C1:C:C(:C(:C:C:1C(F)(F)F)C(:O):O)C(F)(F)F)C1:C:C(:C(:C:C:1C(F)(F)F)C(:O):O)C(F)(F)F)C(F)(F)F,1
SR_msq_v1-8c_Mn_1_Ch_v2-8c_Mn_1_Ch_v3-6c_bicyclooctane_Ch_1TrU_Ch_1DoU_Ch_1x1x2,0.38303,0.71622,0.73223,2364.73,1731.53,15.6794,14.06467,15346.75545,,,,478,,120,120,96,C104Cl3H24Mn12N96,0.052863436,8,8c_Mn_1_Ch,56,C(#CC1:N:N:N:N:1)C1=C(C#CC2:N:N:N:N:2)C2C(C#CC3:N:N:N:N:3)=C(C#CC3:N:N:N:N:3)C1C(C=CC1:N:N:N:N:1)=C2C=CC1:N:N:N:N:1,1
SR_mfj_v1-3c_pyrrole_Ch_v2-3c_Cu_imadazoline_Ch_v3-4c_Cu_1_Ch_v4-4c_porphyrin_Ch_ntn_edge_1x1x2,0.25626,0.6809,0.9325,1862.23,1736.53,9.54108,5.25197,37550.83088,,,,1536,,264,256,256,C44Cu7H24N17O4,0.078651685,"3,4","3c_Cu_imadazoline_Ch,4c_Cu_1_Ch","440,14,10",C1:N:N:C:C:1C1:C2:C:C:C(:N:2):C2:C3:C:C:C(:[NH]:3):C(C3:C:N:N:C:3):C3:C:C:C(:N:3):C(C3:C:C:C4C5:C:C:C6C7:C8:C:C:C(:N:8):C(C8:C:N:N:C:8):C8:C:C:C(:[NH]:8):C(C8:C:C:C9C%10:C:C:C(C%11:C%12:C:C:C(:N:%12):C(C%12:C:N:N:C:%12):C%12:C:C:C(:[NH]:%12):C(:C%12:C:C:C(:N:%12):C(C%12:C:N:N:C:%12):C%12:C:C:C:%11:[NH]:%12)N%11:C%12:C:C:C:%11C%11:C:C:C(C%13:C%14:C:C:C(:N:%14):C(C%14:C:N:N:C:%14):C%14:C:C:C(:[NH]:%14):C(C%14:C:C:C(C%15:C:C:C(C%16:C%17:C:C:C(:N:%17):C(C%17:C:N:N:C:%17):C%17:C:C:C(:[NH]:%17):C(:C%17:C:C:C(:N:%17):C(C%17:C:N:N:C:%17):C%17:C:C:C:%16:[NH]:%17)N:3:4):N:%15C3:C4:C:C:C(:N:4):C(C4:C:N:N:C:4):C4:C:C:C(:[NH]:4):C%12:C4:C:C:C(:N:4):C(C4:C:N:N:C:4):C4:C:C:C:3:[NH]:4):N:%14C3:C4:C:C:C(:N:4):C(C4:C:N:N:C:4):C4:C:C:C(:[NH]:4):C(:C4:C:C:C(:N:4):C(C4:C:N:N:C:4):C4:C:C:C:3:[NH]:4)N:6:5):C3:C:C:C(:N:3):C(C3:C:N:N:C:3):C3:C:C:C:%13:[NH]:3):N:%11C3:C4:C:C:C(:N:4):C(C4:C:N:N:C:4):C4:C:C:C(:[NH]:4):C(:C4:C:C:C(:N:4):C(C4:C:N:N:C:4):C4:C:C:C:3:[NH]:4)N:8:9):N:%102):C2:C:C:C(:N:2):C(C2:C:N:N:C:2):C2:C:C:C:7:[NH]:2):C2:C:C:C:1:[NH]:2___C1:N:N:C:C:1C1:C:N:N:C:1___O:C(:O)C1:C:N:N:C:1,1
SR_rae_v1-4c_bicyclooctane_Ch_v2-4c_Cd_1_Ch_1TrU_Ch_2TrU_Ch_1x1x1,0.0874,0.89722,0.253693,6300.14,1598.3,16.03534,13.57546,29780.9458,,,,320,,64,64,64,C27Cd1H4O8,0.025641026,4,4c_Cd_1_Ch,"10,68",O:C(:O)C#CC#CC(:O):O___O:C(:O)C#CC#CC1=CC2(C#CC#CC(:O):O)C=C(C#CC#CC(:O):O)C1C(C#CC1=CC3(C#CC#CC(:O):O)C=C(C#CC#CC(:O):O)C1C(C#CC#CC(:O):O)=C3)=C2,1
