name,k,VF,density,ASA_grav,ASA_vol,LPD,PLD,volume,,,,N_atoms,,N_metal_containing_bonds,N_metal_nonmetal_bonds,N_metal_linker_bonds,formula,metal_nonmetal_ratio,metal_node_connectivity,metal_node_name,N_atoms_per_linker,linker_SMILES,N_ccs
SR_bsn_v1-6c_Zn_1_Ch_1TrU_Ch_2x2x2,0.25374,0.79096,0.754365,3067.88,2314.3,9.41894,8.44548,86454.69532,,,,1856,,1024,1024,768,C12O13Zn4,0.16,6,6c_Zn_1_Ch,8,O:C(:O)C#CC(:O):O,1
SR_cer_v1-3c_B_Ch_v2-6c_bicyclooctane_Ch_v3-6c_CdZn_1_Ch_1DoU_Ch_1B_4H_Ch_2x2x1,0.14555,0.79834,0.551692,3868.57,2134.26,11.58838,9.83586,73958.14948,,,,1744,,256,256,192,C58Cd3H34O13Zn1,0.038095238,6,6c_CdZn_1_Ch,208,O:C(:O)C=CC1:C:C(C=CC(:O):O):C:C(:C:1)C1:C:C:C(:C:C:1)C1=C(C2:C:C:C(:C:C:2)C2:C:C(C=CC(:O):O):C:C(C=CC(:O):O):C:2)C2C(=C(C3:C:C:C(:C:C:3)C3:C:C(C=CC(:O):O):C:C(C=CC(:O):O):C:3)C1C(=C2C1:C:C:C(:C:C:1)C1:C:C(C=CC(:O):O):C:C(C=CC(:O):O):C:1)C1:C:C:C(:C:C:1)C1:C:C(C=CC(:O):O):C:C(C=CC(:O):O):C:1)C1:C:C:C(:C:C:1)C1:C:C(C=CC(:O):O):C:C(C=CC(:O):O):C:1,1
SR_cer_v1-3c_triazine_Ch_v2-6c_bicyclooctane_Ch_v3-6c_Zn_1_Ch_2B_2CF3_Ch_1x1x1,0.06985,0.82776,0.476086,3689.61,1756.57,16.41737,12.54439,75028.13725,,,,1336,,64,64,48,C163F108H37N9O13Zn4,0.012121212,6,6c_Zn_1_Ch,,None,1
SR_cee_v1-3c_B_Ch_v2-6c_B_Ch_v3-4c_Cu_1_Ch_ntn_edge_2B_2CN_Ch_1x1x3,0.60777,0.72884,0.638544,2509.87,1602.66,13.33874,12.16573,26539.84858,,,,738,,81,72,72,C25Cu1H7N4O4,0.025,4,4c_Cu_1_Ch,240,N#CC1:C:C(:C(C#N):C:C:1C1:C:C(:C:C(:C:1)C(:O):O)C(:O):O)C1:C:C(C#N):C(:C:C:1C#N)C1:C(C2:C:C(C#N):C(:C:C:2C#N)C2:C:C(C#N):C(:C:C:2C#N)C2:C:C(:C:C(:C:2)C(:O):O)C(:O):O):C(C2:C:C(C#N):C(:C:C:2C#N)C2:C:C(C#N):C(:C:C:2C#N)C2:C:C(:C:C(:C:2)C(:O):O)C(:O):O):C(C2:C:C(C#N):C(:C:C:2C#N)C2:C:C(C#N):C(:C:C:2C#N)C2:C:C(:C:C(:C:2)C(:O):O)C(:O):O):C(C2:C:C(C#N):C(:C:C:2C#N)C2:C:C(C#N):C(:C:C:2C#N)C2:C:C(:C:C(:C:2)C(:O):O)C(:O):O):C:1C1:C:C(C#N):C(:C:C:1C#N)C1:C:C(C#N):C(:C:C:1C#N)C1:C:C(:C:C(:C:1)C(:O):O)C(:O):O,1
SR_cew_v1-4c_porphyrin_Ch_v2-8c_Co_1_Ch_v3-4c_porphyrin_Ch_ntn_edge_1x1x2,0.36141,0.62206,0.89835,966.631,868.373,16.89948,14.24372,31300.04059,,,,1398,,120,120,96,C128Co4H60N24O17,0.017467249,8,8c_Co_1_Ch,,None,1
SR_bwt_v1-3c_pyrrole_Ch_v2-3c_Cu_imadazoline_Ch_2B_4F_Ch_1x1x1,0.06949,0.8994,0.284473,3743.95,1065.05,29.88501,20.9155,187904.0305,,,,2184,,144,144,144,C49Cu3F24H8N7,0.034090909,3,3c_Cu_imadazoline_Ch,88,FC1:C(F):C(:C(F):C(F):C:1C1:C:N:N:C:1)C1:C(F):C(F):C(:C(F):C:1F)C1:C:C:C(C2:C(F):C(F):C(:C(F):C:2F)C2:C(F):C(F):C(C3:C:N:N:C:3):C(F):C:2F):N:1C1:C(F):C(F):C(:C(F):C:1F)C1:C(F):C(F):C(C2:C:N:N:C:2):C(F):C:1F,1
SR_cdn_v1-4c_Cu_1_Ch_v2-4c_Cu_1_Ch_1TrU_Ch_1B_4H_Ch_2x2x1,1.8579,0.8021,0.569815,4525.23,2578.54,11.28968,7.84372,160129.7348,,,,3840,,1152,1024,1024,C7Cu1H3O4,0.071428571,4,4c_Cu_1_Ch,"8,16",O:C(:O)C#CC(:O):O___O:C(:O)C1:C:C:C(:C:C:1)C(:O):O,1
SR_crsd_v1-8c_Mn_1_Ch_v2-4c_bicyclooctane_Ch_1B_2CF3_Ch_ntn_edge_1x1x1,0.20744,0.62338,1.03079,1362.55,1404.5,7.31686,3.92368,22529.47876,,,,968,,160,160,128,C48Cl1F24H12Mn4N32,0.034188034,8,8c_Mn_1_Ch,"96,10",FC(F)(F)C1:C:C(C2:N:N:N:N:2):C(:C:C:1C1=CC2(C=C(C3:C:C(:C(:C:C:3C(F)(F)F)C3:N:N:N:N:3)C(F)(F)F)C1C(=C2)C1:C:C(:C(:C:C:1C(F)(F)F)C1:N:N:N:N:1)C(F)(F)F)C1:C:C(:C(:C:C:1C(F)(F)F)C1:N:N:N:N:1)C(F)(F)F)C(F)(F)F___N1:N:N:C(:N:1)C1:N:N:N:N:1,1
SR_ceg_v1-3c_triazine_Ch_v2-6c_Ni_1_Ch_v3-4c_porphyrin_Ch_ntn_edge_2B_2NO2_Ch_1x2x1,0.16401,0.7907,0.512773,3639.76,1866.37,14.64527,9.61571,28784.75008,,,,664,,36,36,24,C78H28N27Ni2O31,0.012195122,6,6c_Ni_1_Ch,,None,1
SR_buh_v1-4c_bicyclooctane_Ch_v2-12c_Zr_1_Ch_v3-12c_Zr_1_Ch_1TrU_Ch_1x1x1,0.25262,0.66652,0.937727,1985.64,1861.99,10.13111,4.70686,25449.72653,,,,912,,384,384,192,C30H8O16Zr3,0.055555556,12,12c_Zr_1_Ch,32,O:C(:O)C#CC1=CC2(C#CC(:O):O)C=C(C#CC(:O):O)C1C(C#CC(:O):O)=C2,1
SR_buh_v1-4c_bicyclooctane_Ch_v2-12c_Zr_1_Ch_v3-12c_Zr_1_Ch_2B_2CN_Ch_1x1x1,0.12716,0.74216,0.590965,3437,2031.15,14.95482,6.66574,101953.5076,,,,3024,,384,384,192,C114H32N24O16Zr3,0.016129032,12,12c_Zr_1_Ch,120,N#CC1:C:C(:C(C#N):C:C:1C1=CC2(C=C(C3:C:C(C#N):C(:C:C:3C#N)C3:C:C(C#N):C(:C:C:3C#N)C(:O):O)C1C(=C2)C1:C:C(C#N):C(:C:C:1C#N)C1:C:C(C#N):C(:C:C:1C#N)C(:O):O)C1:C:C(C#N):C(:C:C:1C#N)C1:C:C(C#N):C(:C:C:1C#N)C(:O):O)C1:C:C(C#N):C(:C:C:1C#N)C(:O):O,1
SR_crsd_v1-8c_Co_2_Ch_v2-4c_bicyclooctane_Ch_1B_4H_Ch_ntn_edge_1x1x1,0.26869,0.69816,0.74442,3229.38,2404.01,7.94734,5.21285,21632.80747,,,,840,,160,160,128,C48Cl1Co4H28N24,0.03960396,8,8c_Co_2_Ch,"12,76",C1:N:N:N:C1C1C:N:N:N:1___C1=C(C2:C:C:C(:C:C:2)C2C:N:N:N:2)C2C(=CC1(C=C2C1:C:C:C(:C:C:1)C1C:N:N:N:1)C1:C:C:C(:C:C:1)C1C:N:N:N:1)C1:C:C:C(:C:C:1)C1C:N:N:N:1,1
SR_ceh_v1-3c_pyrrole_Ch_v2-6c_Mg_1_Ch_v3-4c_bicyclooctane_Ch_ntn_edge_1B_2SH_Ch_2x2x3,0.27854,0.47772,1.17145,0,0,5.21073,2.47916,59865.69399,,,,3240,,360,360,144,C22H13Mg1N1O4S4,0.022727273,6,6c_Mg_1_Ch,,None,1
SR_ced_v1-3c_B_Ch_v2-12c_Mn_1_Ch_2TrU_Ch_2x2x1,0.16328,0.81792,0.435419,5154.65,2244.43,14.13627,8.27567,38528.5802,,,,644,,168,168,72,C108H18Mn8O27,0.052287582,12,12c_Mn_1_Ch,50,OC(:O)C#CC#CC1:C:C(C#CC#CC(:O):O):C:C(C#CC#CC2:C:C(C#CC#CC(O):O):C:C(C#CC#CC(:O):O):C:2):C:1,1
SR_brl_v1-4c_Ni_1_Ch_v2-4c_1anC_Ch_ntn_edge_2B_2OH_Ch_2x2x2,0.26894,0.65896,0.816098,2126.07,1735.08,10.58548,6.94201,65950.74273,,,,2688,,216,192,192,C27H16Ni1O12,0.018181818,4,4c_Ni_1_Ch,330,O:C(:O)C1:C:C(O):C(:C:C:1O)C1:C:C(O):C(:C:C:1O)C1(C2:C:C(O):C(:C:C:2O)C2:C:C(O):C(:C:C:2O)C(:O):O)C(C2:C:C(O):C(:C:C:2O)C2:C:C(O):C(:C:C:2O)C(:O):O)(C2:C:C(O):C(:C:C:2O)C2:C:C(O):C(:C:C:2O)C(:O):O)C(C2:C:C(O):C(:C:C:2O)C2:C:C(O):C(:C:C:2O)C(:O):O)(C2:C:C(O):C(:C:C:2O)C2:C:C(O):C(:C:C:2O)C(:O):O)C(C2:C:C(O):C(:C:C:2O)C2:C:C(O):C(:C:C:2O)C(:O):O)(C2:C:C(O):C(:C:C:2O)C2:C:C(O):C(:C:C:2O)C(:O):O)C(C2:C:C(O):C(:C:C:2O)C2:C:C(O):C(:C:C:2O)C(:O):O)(C2:C:C(O):C(:C:C:2O)C2:C:C(O):C(:C:C:2O)C(:O):O)C1(C1:C:C(O):C(:C:C:1O)C1:C:C(O):C(:C:C:1O)C(:O):O)C1:C:C(O):C(:C:C:1O)C1:C:C(O):C(:C:C:1O)C(:O):O,1
SR_crsd_v1-8c_Co_2_Ch_v2-4c_1anC_Ch_ntn_edge_1B_2F_Ch_1x1x1,0.25422,0.63122,0.98233,1743.44,1712.63,7.21626,4.46968,17149.54062,,,,752,,160,160,128,C41Cl1Co4F8H16N24,0.044444444,8,8c_Co_2_Ch,"12,65",C1:N:N:N:C1C1C:N:N:N:1___FC1:C:C(:C(F):C:C:1C1C:N:N:N:1)C(C1:C:C(F):C(:C:C:1F)C1C:N:N:N:1)(C1:C:C(F):C(:C:C:1F)C1C:N:N:N:1)C1:C:C(F):C(:C:C:1F)C1C:N:N:N:1,1
SR_btv_v1-5c_bicyclooctane_Ch_v2-6c_Zn_1_Ch_1DoU_Ch_2TrU_Ch_ntn_edge_2x2x2,0.94717,0.77742,0.598914,3222.58,1930.04,13.66511,9.83312,50793.32291,,,,1360,,256,256,192,C48H14N6O13Zn4,0.049382716,6,6c_Zn_1_Ch,"10,280",O:C(:O)C=CC(:O):O___O:C(:O)N1:C:C2:C(:C:1)C13C#CC#CC45C6:C:N7C#CC#CN8:C:C9:C(:C:8)C8%10C#CC#CC%11%12C%13:C:N%14C#CC#CN%15:C:C%16:C(:C:%15)C%15(C#CC#CC(C:6:C:7)(C6:C:N(:C:C:64)C(:O):O)C4:C:N(:C:C:45)C(:O):O)C4:C:N(:C:C:4C%16(C#CC#CC45C6:C:N7C#CC#CN%16:C:C%17:C(:C:%16)C%16(C#CC#CC(C:%13:C:%14)(C%13:C:N(:C:C:%13%11)C(:O):O)C%11:C:N(:C:C:%11%12)C(:O):O)C%11:C:N(:C:C:%11C%17(C#CC#CC%11%12C%13:C:N(C#CC#CN%14:C:C(:C1:C:%14)C2(C#CC#CC(C:6:C:7)(C1:C:N(:C:C:14)C(:O):O)C1:C:N(:C:C:15)C(:O):O)C1:C:N(:C:C:13)C(:O):O):C:C:%13C(C#CC#CC9(C1:C:N(:C:C:18)C(:O):O)C1:C:N(:C:C:1%10)C(:O):O)(C1:C:N(:C:C:1%11)C(:O):O)C1:C:N(:C:C:1%12)C(:O):O)C1:C:N(:C:C:1%16)C(:O):O)C(:O):O)C1:C:N(:C:C:1%15)C(:O):O)C(:O):O,1
SR_ced_v1-3c_triazine_Ch_v2-12c_Mn_1_Ch_2B_2SH_Ch_ntn_edge_2x2x2,0.14223,0.73576,0.636553,3113.08,1981.64,12.60465,8.7181,117262.5362,,,,2968,,336,336,144,C174H96Mn8N18O27S48,0.022038567,12,12c_Mn_1_Ch,120,OC(:O)C1:C:C(S):C(:C:C:1S)C1:C:C(S):C(:C:C:1S)C1:N:C(:N:C(:N:1)C1:C:C(S):C(:C:C:1S)C1:C:C(S):C(:C:C:1S)C(:O):O)C1:N:C(:N:C(:N:1)C1:C:C(S):C(:C:C:1S)C1:C:C(S):C(:C:C:1S)C(:O):O)C1:C:C(S):C(:C:C:1S)C1:C:C(S):C(:C:C:1S)C(O):O,1
SR_ced_v1-3c_B_Ch_v2-12c_Mn_1_Ch_ntn_edge_1B_2CH3_Ch_2x2x2,0.24516,0.6098,0.853062,1764.46,1505.2,8.03962,4.75375,48641.59414,,,,2344,,336,336,144,C144H114Mn8O27,0.028070175,12,12c_Mn_1_Ch,94,CC1:C:C(C2:C:C(:C:C(:C:2)C2:C:C(C):C(:C:C:2C)C(:O):O)C2:C:C(:C:C(:C:2)C2:C:C(C):C(:C:C:2C)C(:O):O)C2:C:C(C):C(:C:C:2C)C(O):O):C(C):C:C:1C(O):O,1
SR_ced_v1-3c_B_Ch_v2-12c_Mn_1_Ch_ntn_edge_1B_4F_Ch_2x2x2,0.19359,0.63012,1.01506,1682.55,1707.89,7.8572,5.36016,49072.95318,,,,1768,,336,336,144,C120F48H18Mn8O27,0.037558685,12,12c_Mn_1_Ch,70,OC(:O)C1:C(F):C(F):C(C2:C:C(:C:C(:C:2)C2:C(F):C(F):C(C(:O):O):C(F):C:2F)C2:C:C(:C:C(:C:2)C2:C(F):C(F):C(C(:O):O):C(F):C:2F)C2:C(F):C(F):C(C(O):O):C(F):C:2F):C(F):C:1F,1
SR_diag_v1-3c_Cu_imadazoline_Ch_2B_2Br_Ch_1x1x1,0.01385,0.98132,0.0652106,4775.05,311.384,58.18152,49.36869,444299.9434,,,,864,,96,96,96,Br2C9Cu1H4N2,0.058823529,3,3c_Cu_imadazoline_Ch,34,BrC1:C:C(:C(Br):C:C:1C1:C:N:N:C:1)C1:C:C(Br):C(:C:C:1Br)C1:C:N:N:C:1,1
SR_ceq_v1-6c_Fe_1_Ch_v2-6c_bicyclooctane_Ch_v3-3c_triazine_Ch_1B_4CN_Ch_2x2x2,0.17278,0.68292,0.698028,2556.78,1784.7,10.68464,8.38734,94476.30535,,,,2640,,120,120,96,C220Fe3H4N90O13,0.009174312,6,6c_Fe_1_Ch,,None,1
SR_ced_v1-3c_triazine_Ch_v2-12c_Mn_1_Ch_2B_4F_Ch_ntn_edge_2x2x2,0.12803,0.76018,0.665376,2920.59,1943.29,13.6693,9.47775,116347.1101,,,,2584,,336,336,144,C174F96Mn8N18O27,0.025396825,12,12c_Mn_1_Ch,104,OC(:O)C1:C(F):C(F):C(:C(F):C:1F)C1:C(F):C(F):C(C2:N:C(:N:C(:N:2)C2:C(F):C(F):C(:C(F):C:2F)C2:C(F):C(F):C(C(:O):O):C(F):C:2F)C2:N:C(:N:C(:N:2)C2:C(F):C(F):C(:C(F):C:2F)C2:C(F):C(F):C(C(:O):O):C(F):C:2F)C2:C(F):C(F):C(:C(F):C:2F)C2:C(F):C(F):C(C(O):O):C(F):C:2F):C(F):C:1F,1
SR_cer_v1-3c_triazine_Ch_v2-6c_bicyclooctane_Ch_v3-6c_CdZn_1_Ch_1DoU_Ch_ntn_edge_2x2x1,0.17556,0.69776,1.06437,2040.97,2172.33,7.41705,6.26822,30298.23583,,,,928,,256,256,192,C25Cd3H7N9O13Zn1,0.074074074,6,6c_CdZn_1_Ch,106,O:C(:O)C1:N:C(C=CC2=C(C=CC3:N:C(:N:C(:N:3)C(:O):O)C(:O):O)C3C(C=CC4:N:C(:N:C(:N:4)C(:O):O)C(:O):O)=C(C=CC4:N:C(:N:C(:N:4)C(:O):O)C(:O):O)C2C(C=CC2:N:C(:N:C(:N:2)C(:O):O)C(:O):O)=C3C=CC2:N:C(:N:C(:N:2)C(:O):O)C(:O):O):N:C(:N:1)C(:O):O,1
SR_cdj_v1-3c_triazine_Ch_v2-6c_Ni_1_Ch_2B_2Br_Ch_ntn_edge_1x1x1,0.19473,0.56754,1.50283,603.396,906.802,10.89437,4.16722,13059.50861,,,,592,,144,144,96,Br6C33H8N9Ni4O14,0.057142857,6,6c_Ni_1_Ch,44,O:C(:O)C1:N:C(:N:C(:N:1)C1:C:C(Br):C(:C:C:1Br)C1:C:C(Br):C(:C:C:1Br)C1:N:C(:N:C(:N:1)C(:O):O)C(:O):O)C(:O):O,1
SR_cdle_v1-4c_V_1_Ch_v2-4c_bicyclooctane_Ch_v3-4c_B_Ch_1B_4H_Ch_2x2x1,0.31185,0.81116,0.401797,4824.93,1938.64,12.64354,9.24764,37525.99381,,,,976,,72,64,64,C36H20O4V1,0.016666667,4,4c_V_1_Ch,480,O:C(:O)C1:C:C:C(:C:C:1)C1:C:C(C2:C:C:C(:C:C:2)C(:O):O):C2:C:C:1C1:C:C:C(:C:C:1)C1=CC34C=C5C6:C:C:C(:C:C:6)C6:C:C(C7:C:C:C(:C:C:7)C7=CC89C=C(C%10:C:C:C2:C:C:%10)C7C(=C8)C2:C:C:C(:C:C:2)C2:C:C(C7:C:C:C(:C:C:7)C78C=C%10C%11:C:C:C(:C:C:%11)C%11:C:C(C%12:C:C:C(:C:C:%12)C%12=CC%13(C=C(C%14:C:C:C(:C:C:%14)C%14:C:C(C%15:C:C:C(:C:C:%15)C(=C7)C%10C(=C8)C7:C:C:C(:C:C:7)C7:C:C(C8:C:C:C9:C:C:8):C(:C:C:7C7:C:C:C(:C:C:7)C(:O):O)C7:C:C:C(:C:C:7)C(:O):O):C(:C:C:%14C7:C:C:C(:C:C:7)C(:O):O)C7:C:C:C(:C:C:7)C(:O):O)C%12C(=C%13)C7:C:C:C(:C:C:7)C7:C:C(C8:C:C:C3:C:C:8):C(:C:C:7C3:C:C:C(:C:C:3)C(:O):O)C3:C:C:C(:C:C:3)C(:O):O)C3:C:C:C(:C:C:3)C3:C:C(C7:C:C:C(:C:C:7)C(=C4)C15):C(:C:C:3C1:C:C:C(:C:C:1)C(:O):O)C1:C:C:C(:C:C:1)C(:O):O):C(:C:C:%11C1:C:C:C(:C:C:1)C(:O):O)C1:C:C:C(:C:C:1)C(:O):O):C(:C:C:2C1:C:C:C(:C:C:1)C(:O):O)C1:C:C:C(:C:C:1)C(:O):O):C(:C:C:6C1:C:C:C(:C:C:1)C(:O):O)C1:C:C:C(:C:C:1)C(:O):O,1
SR_cus_v1-4c_1anC_Ch_v2-4c_Cd_1_Ch_1B_2Br_Ch_ntn_edge_2x1x1,0.08068,0.72646,1.0111,1841.97,1862.41,11.10543,9.39993,29413.77595,,,,784,,128,128,128,Br7C26Cd1H7O8,0.020833333,4,4c_Cd_1_Ch,"6,90",O:C(:O)C(:O):O___O:C(:O)C1:C:C(Br):C(:C:C:1Br)C(C1:C:C(Br):C(:C:C:1Br)C(:O):O)(C1:C:C(Br):C(:C:C:1Br)C(:O):O)C1:C:C(Br):C(:C:C:1Br)C(C1:C:C(Br):C(:C:C:1Br)C(:O):O)(C1:C:C(Br):C(:C:C:1Br)C(:O):O)C1:C:C(Br):C(:C:C:1Br)C(:O):O,1
SR_crsd_v1-8c_Co_2_Ch_v2-4c_bicyclooctane_Ch_1B_2CN_Ch_ntn_edge_1x1x1,0.23852,0.64638,0.862113,2057.05,1773.41,7.16852,4.27834,21761.66015,,,,904,,160,160,128,C56Cl1Co4H20N32,0.036697248,8,8c_Co_2_Ch,"12,84",C1:N:N:N:C1C1C:N:N:N:1___N#CC1:C:C(C2C:N:N:N:2):C(C#N):C:C:1C1=CC2(C=C(C3:C:C(C#N):C(:C:C:3C#N)C3C:N:N:N:3)C1C(=C2)C1:C:C(C#N):C(:C:C:1C#N)C1C:N:N:N:1)C1:C:C(C#N):C(:C:C:1C#N)C1C:N:N:N:1,1
SR_crsd_v1-8c_Mn_1_Ch_v2-4c_1anC_Ch_1B_2OH_Ch_ntn_edge_1x1x1,0.23808,0.63776,0.940409,1872.61,1761.02,6.68445,3.89828,17573.1478,,,,752,,160,160,128,C33Cl1H16Mn4N32O8,0.044444444,8,8c_Mn_1_Ch,"10,69",N1:N:N:C(:N:1)C1:N:N:N:N:1___OC1:C:C(:C(O):C:C:1C1:N:N:N:N:1)C(C1:C:C(O):C(:C:C:1O)C1:N:N:N:N:1)(C1:C:C(O):C(:C:C:1O)C1:N:N:N:N:1)C1:C:C(O):C(:C:C:1O)C1:N:N:N:N:1,1
SR_brl_v1-4c_V_1_Ch_v2-4c_bicyclooctane_Ch_2B_4F_Ch_1x1x2,0.07661,0.88612,0.306135,4599.67,1408.12,22.69437,19.33663,84355.10383,,,,948,,54,48,48,C46F24H4O4V1,0.012820513,4,4c_V_1_Ch,468,O:C(:O)C1:C(F):C(F):C(:C(F):C:1F)C1:C(F):C(F):C(C2=CC34C=C(C5:C(F):C(F):C(:C(F):C:5F)C5:C(F):C(F):C(C6=CC7(C=C(C8:C(F):C(F):C(:C(F):C:8F)C8:C(F):C(F):C(C(:O):O):C(F):C:8F)C6C(=C7)C6:C(F):C(F):C(:C(F):C:6F)C6:C(F):C(F):C(C(:O):O):C(F):C:6F)C6:C(F):C(F):C(:C(F):C:6F)C6:C(F):C(F):C(C7=CC8(C=C(C9:C(F):C(F):C(:C(F):C:9F)C9:C(F):C(F):C(C(:O):O):C(F):C:9F)C7C(=C8)C7:C(F):C(F):C(:C(F):C:7F)C7:C(F):C(F):C(C(:O):O):C(F):C:7F)C7:C(F):C(F):C(:C(F):C:7F)C7:C(F):C(F):C(:C(F):C:7F)C78C=C(C9:C(F):C(F):C(:C(F):C:9F)C9:C(F):C(F):C(C(:O):O):C(F):C:9F)C(C(=C7)C7:C(F):C(F):C(:C(F):C:7F)C7:C(F):C(F):C(C(:O):O):C(F):C:7F)C(=C8)C7:C(F):C(F):C(:C(F):C:7F)C7:C(F):C(F):C(:C(F):C:7F)C78C=C(C9:C(F):C(F):C(:C(F):C:9F)C9:C(F):C(F):C(C(:O):O):C(F):C:9F)C(C(=C7)C7:C(F):C(F):C(:C(F):C:7F)C7:C(F):C(F):C(C(:O):O):C(F):C:7F)C(=C8)C7:C(F):C(F):C(:C(F):C:7F)C7:C(F):C(F):C(:C(F):C:7F)C78C=C(C9:C(F):C(F):C(:C(F):C:9F)C9:C(F):C(F):C(C(:O):O):C(F):C:9F)C(C(=C7)C7:C(F):C(F):C(:C(F):C:7F)C7:C(F):C(F):C(C(:O):O):C(F):C:7F)C(=C8)C7:C(F):C(F):C(:C(F):C:7F)C7:C(F):C(F):C3:C(F):C:7F):C(F):C:6F):C(F):C:5F)C2C(=C4)C2:C(F):C(F):C(:C(F):C:2F)C2:C(F):C(F):C(C(:O):O):C(F):C:2F):C(F):C:1F,1
SR_cen_v1-12c_Mn_1_Ch_v2-4c_1anC_Ch_1B_4Br_Ch_2x2x2,0.3217,0.2834,3.15639,0,0,5.22787,1.85041,31315.7339,,,,1528,,336,336,144,Br56C100Mn8O27,0.043715847,12,12c_Mn_1_Ch,"90,90",O:C(:O)C1:C(Br):C(Br):C(:C(Br):C:1Br)C(C1:C(Br):C(Br):C(C(:O):O):C(Br):C:1Br)(C1:C(Br):C(Br):C(C(:O):O):C(Br):C:1Br)C1:C(Br):C(Br):C(:C(Br):C:1Br)C(C1:C(Br):C(Br):C(C(:O):O):C(Br):C:1Br)(C1:C(Br):C(Br):C(C(:O):O):C(Br):C:1Br)C1:C(Br):C(Br):C(C(:O):O):C(Br):C:1Br___OC(:O)C1:C(Br):C(Br):C(:C(Br):C:1Br)C(C1:C(Br):C(Br):C(C(O):O):C(Br):C:1Br)(C1:C(Br):C(Br):C(C(O):O):C(Br):C:1Br)C1:C(Br):C(Br):C(:C(Br):C:1Br)C(C1:C(Br):C(Br):C(C(O):O):C(Br):C:1Br)(C1:C(Br):C(Br):C(C(O):O):C(Br):C:1Br)C1:C(Br):C(Br):C(C(O):O):C(Br):C:1Br,1
SR_cane_v1-6c_Cr_1_Ch_v2-6c_Cr_1_Ch_v3-6c_Cr_1_Ch_1B_4Br_Ch_ntn_edge_1x1x2,0.30899,0.66636,1.3568,849.221,1152.22,27.68539,26.7803,96345.55282,,,,2256,,720,720,576,Br10C21Cr3O13,0.068181818,6,6c_Cr_1_Ch,"6,16",O:C(:O)C(:O):O___O:C(:O)C1:C(Br):C(Br):C(C(:O):O):C(Br):C:1Br,1
SR_cut_v1-8c_Mn_1_Ch_v2-3c_B_Ch_1TrU_Ch_1DoU_Ch_2x2x2,0.40884,0.85474,0.349073,4602.79,1606.71,19.79671,17.11661,51612.94432,,,,936,,160,160,128,C52Cl1H28Mn4N32,0.03539823,8,8c_Mn_1_Ch,56,C(#CC1:C:C(C=CC2:N:N:N:N:2):C:C(C=CC2:N:N:N:N:2):C:1)C1:C:C(C=CC2:N:N:N:N:2):C:C(C=CC2:N:N:N:N:2):C:1,1
SR_cdl_v1-4c_Cu_1_Ch_1DoU_Ch_2x2x1,1.44132,0.7498,0.808084,3188.26,2576.38,9.1771,5.56303,46715.774,,,,1408,,576,512,512,C4Cu1H2O4,0.1,4,4c_Cu_1_Ch,10,O:C(:O)C=CC(:O):O,1
SR_ceu_v1-4c_B_Ch_v2-6c_Ni_1_Ch_v3-4c_Ni_1_Ch_1B_2F_Ch_ntn_edge_2x2x1,0.21098,0.71354,0.828613,2558.67,2120.15,9.5075,7.65695,66336.1247,,,,2096,,504,480,384,C66F12H20Ni7O26,0.056451613,"4,6","4c_Ni_1_Ch,6c_Ni_1_Ch",40,O:C(:O)C1:C:C(F):C(:C:C:1F)C1:C:C(C(:O):O):C(:C:C:1C1:C:C(F):C(:C:C:1F)C(:O):O)C(:O):O,1
SR_cdj_v1-3c_B_Ch_v2-6c_CdZn_1_Ch_2B_2NO2_Ch_ntn_edge_1x1x1,0.14272,0.61024,1.20067,0,0,12.37314,3.07254,15571.54883,,,,736,,128,128,96,C42Cd3H15N6O25Zn1,0.045454545,6,6c_CdZn_1_Ch,58,O:C(:O)C1:C:C(:C:C(:C:1)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C(:C:C:1N(:O):O)C1:C:C(:C:C(:C:1)C(:O):O)C(:O):O)N(:O):O)N(:O):O)C(:O):O,1
SR_cut_v1-8c_Co_1_Ch_v2-3c_triazine_Ch_ntn_edge_2B_2Br_Ch_1x1x2,0.08148,0.82926,0.602388,2762.53,1664.11,19.47804,18.23466,25737.7009,,,,426,,40,40,32,Br32C116Co4H32N12O17,0.019138756,8,8c_Co_1_Ch,104,O:C(:O)C1:C:C(Br):C(:C:C:1Br)C1:C:C(Br):C(:C:C:1Br)C1:N:C(:N:C(:N:1)C1:C:C(Br):C(:C:C:1Br)C1:C:C(Br):C(:C:C:1Br)C(:O):O)C1:N:C(:N:C(:N:1)C1:C:C(Br):C(:C:C:1Br)C1:C:C(Br):C(:C:C:1Br)C(:O):O)C1:C:C(Br):C(:C:C:1Br)C1:C:C(Br):C(:C:C:1Br)C(:O):O,1
