MOF name,LCD (Å),LCD/PLD,PLD (Å),density (g/cm3),Pore Volume (cm3/g),Porosity,Surface Area (m2/g),%C,%H,%O,%N,%Halojen,%Metalloids,%Ametal,%Metal,O-to-M,MP,TDU,DU,U_CH4 (mol/kg),D_CH4 (cm2/s)
FAFQEJ01_clean,6.37389,1.50905591226774,4.22376,1.46265,0.442621,0.64739960565,1521.44,22.7272727272727,42.4242424242424,24.2424242424242,4.54545454545455,0,0,0,6.06060606060606,8,26.6666666666667,5,0.0833333333333333,0.3883484822,8.29423478759118E-05
FAGMAE_clean,5.46748,1.24954691617321,4.37557,1.06062,0.513094,0.54419775828,1103.31,40,48,0,5.33333333333333,0,0,5.33333333333333,1.33333333333333,0,3.33333333333333,97,0.404166666666667,1.6278877921,8.8833742388766E-06
FAGMEI_clean,4.74677,1.22830756013746,3.86448,1.13696,0.449797,0.51140119712,512.733,40,48,0,5.33333333333333,0,0,5.33333333333333,1.33333333333333,0,3.33333333333333,97,0.404166666666667,2.5405147384,4.92524660885766E-06
FAGMOS_clean,4.83565,1.2370650068944,3.90897,1.11657,0.468221,0.52280152197,592.547,40,48,0,5.33333333333333,0,0,5.33333333333333,1.33333333333333,0,3.33333333333333,97,0.404166666666667,2.5042959986,5.27232211554339E-06
FAGQAI_clean,13.61199,1.58003733032462,8.61498,0.481098,1.63459,0.78639797982,4197.32,59.4594594594595,27.027027027027,10.8108108108108,0,0,0,0,2.7027027027027,8,4.54545454545455,205,0.776515151515151,0.6230389226,0.000394436866486595
FAGREM_clean,7.38233,1.0709226031163,6.89343,1.46524,0.380143,0.55700072932,992.751,40.9090909090909,18.1818181818182,31.8181818181818,0,0,0,0,9.09090909090909,7,22.2222222222222,57,0.791666666666667,0.7259995568,0.000114117213018003
FAHGAY_clean,5.42928,1.07406279055966,5.0549,0.789805,0.822229,0.649400575345,2861.02,48,16,32,0,0,0,0,4,16,8.33333333333333,61,0.847222222222222,2.090109197,0.000208500895875842
FAHPOV_clean,15.83326,1.24587364736839,12.70856,0.465056,1.76796,0.82220040576,4151.64,53.9325842696629,26.9662921348315,14.6067415730337,0,0,0,0,4.49438202247191,6.5,8.33333333333333,145,0.755208333333333,0.5702021761,0.000320968570737737
FAHQIQ_clean,9.85392,2.26260065715604,4.35513,0.853176,0.780847,0.666199920072,2434.78,52.8301886792453,30.188679245283,15.0943396226415,0,0,0,0,1.88679245283019,16,3.57142857142857,641,0.715401785714286,1.9216639294,0.000121245397210931
FAJYAS_clean,8.56248,1.27663876070702,6.70705,0.843378,0.75743,0.63879979854,2273.46,48.3870967741936,29.0322580645161,15.3225806451613,4.83870967741935,0,0,0,2.41935483870968,12.6666666666667,5,169,0.704166666666667,0.8479446957,0.000187937024633263
FAKLIO_clean,9.35143,1.1122869285236,8.40739,0.753404,0.865937,0.652400399548,2195.93,58.0645161290323,19.3548387096774,0,19.3548387096774,0,0,0,3.2258064516129,0,5.55555555555556,31,0.861111111111111,0.9463553134,0.000238573232853403
FAKLOU_clean,9.12795,1.13629941304984,8.03305,0.879649,0.743251,0.653799998899,1854.72,58.0645161290323,19.3548387096774,0,19.3548387096774,0,0,0,3.2258064516129,0,5.55555555555556,31,0.861111111111111,0.8684815492,0.000172145387169555
FAKLUA_clean,9.01677,1.12289941344226,8.0299,0.819291,0.787754,0.645399762414,1966.39,58.0645161290323,19.3548387096774,0,19.3548387096774,0,0,0,3.2258064516129,0,5.55555555555556,31,0.861111111111111,1.1272266843,0.000143488561769883
FAKMAH_clean,8.51474,1.10931120288703,7.6757,0.756909,0.870118,0.658600145262,2281.31,58.0645161290323,19.3548387096774,0,19.3548387096774,0,0,0,3.2258064516129,0,5.55555555555556,61,0.847222222222222,1.1986951983,0.000210705591267714
FAKNIR_clean,7.731,1.3226757365735,5.84497,0.960238,0.675249,0.648399749262,2206.58,49.3827160493827,30.8641975308642,14.8148148148148,2.46913580246914,0,0,0,2.46913580246914,12,5,56,0.7,1.3202558836,9.60941584735808E-05
FALBAX_manual,16.15249,1.70179730556934,9.49143,0.447193,1.79743,0.80379811399,4878.38,47.2727272727273,29.0909090909091,0,18.1818181818182,0,0,3.63636363636364,1.81818181818182,0,3.84615384615385,865,0.693108974358974,0.7681009863,0.000290124003887201
FALDAA_clean,6.52279,1.22151684204415,5.33991,1.08899,0.531688,0.57900291512,1317.76,47.0588235294118,37.6470588235294,10.5882352941176,2.35294117647059,0,0,0,2.35294117647059,9,5,97,0.60625,1.3562727535,3.80633627831253E-05
FALVOF_clean,6.65756,1.47281375129969,4.5203,1.39374,0.422031,0.58820148594,1211.03,46.2962962962963,9.25925925925926,37.037037037037,0,0,0,0,7.40740740740741,10,16,91,0.91,0.2607108784,9.38897111754173E-05
FAMPUH_clean,14.29727,2.19740288083806,6.50644,0.67257,1.12524,0.7568026668,3507.91,48.9795918367347,22.4489795918367,20.4081632653061,4.08163265306122,0,0,0,4.08163265306122,10,8.33333333333333,149,0.776041666666667,1.1363439031,0.00025000960797168
FAMQAO_clean,14.19972,2.16825038594091,6.54893,0.666736,1.13628,0.75759878208,3453,48.9795918367347,22.4489795918367,20.4081632653061,4.08163265306122,0,0,0,4.08163265306122,10,8.33333333333333,149,0.776041666666667,1.1262407741,0.000215891206540564
FAMQES_clean,13.92314,2.12480084484516,6.55268,0.674226,1.11713,0.75319809138,3492.63,48.9795918367347,22.4489795918367,20.4081632653061,4.08163265306122,0,0,0,4.08163265306122,10,8.33333333333333,149,0.776041666666667,1.1606900791,0.000237806291669653
FANCIJ_clean,8.52966,1.18970646693307,7.16955,1.09037,0.530463,0.57840094131,1139.32,44.7761194029851,40.2985074626866,8.95522388059701,4.47761194029851,0,0,0,1.49253731343284,12,3.33333333333333,34,0.566666666666667,1.715179307,0.000049439267148034
FANCOP_clean,8.31522,1.24398891734687,6.68432,1.04032,0.560791,0.58340209312,1219.51,44.7761194029851,40.2985074626866,8.95522388059701,4.47761194029851,0,0,0,1.49253731343284,12,3.33333333333333,34,0.566666666666667,2.5209727208,2.41253512520284E-05
FANDEG_clean,8.58478,1.22990588865664,6.98003,1.05217,0.559985,0.58919941745,1242.83,44.7761194029851,40.2985074626866,8.95522388059701,4.47761194029851,0,0,0,1.49253731343284,12,3.33333333333333,34,0.566666666666667,2.1938888949,3.26076477939567E-05
FANQER_clean,5.21362,1.29245147375988,4.0339,1.50842,0.344996,0.52039886632,682.337,42.1052631578947,14.0350877192982,0,35.0877192982456,0,0,0,8.7719298245614,0,20.8333333333333,41,0.854166666666667,0.1310230866,5.17607879872448E-05
FAPXEC_clean,7.23633,1.0221613573955,7.07944,1.10849,0.538029,0.59639976621,1444.86,44.4444444444444,22.2222222222222,27.7777777777778,0,0,0,0,5.55555555555556,10,12.5,49,0.765625,1.5884847855,0.000207519516485793
FAPXIG_clean,7.25163,1.02320098205215,7.0872,1.12925,0.528317,0.59660197225,1397.94,47.0588235294118,17.6470588235294,29.4117647058824,0,0,0,0,5.88235294117647,10,12.5,53,0.828125,1.5413911885,0.000244448506541082
FAPXOM_clean,7.22558,1.02062845891117,7.07954,1.12985,0.529098,0.5978013753,1414.39,47.0588235294118,17.6470588235294,29.4117647058824,0,0,0,0,5.88235294117647,10,12.5,53,0.828125,1.5336323979,0.000290599023088711
FAQLUH_clean,7.25665,1.02246804721305,7.09719,1.10687,0.538276,0.59580155612,1447.57,44.4444444444444,22.2222222222222,27.7777777777778,0,0,0,0,5.55555555555556,10,12.5,49,0.765625,1.5526822495,0.000184801523322842
FARBIL_clean,6.5257,1.11459544952236,5.85477,1.16183,0.468226,0.54399901358,1135.97,41.6666666666667,33.3333333333333,20.8333333333333,0,0,0,0,4.16666666666667,10,10,25,0.625,1.6059578955,4.66113685402225E-05
FARFIO_clean,9.12316,1.392587346193,6.55123,1.31137,0.492464,0.64580251568,1319.82,44.4444444444444,29.6296296296296,0,14.8148148148148,7.40740740740741,0,0,3.7037037037037,0,8.33333333333333,97,0.673611111111111,0.4248751189,0.000212981520311842
FARFOU_clean,8.96134,1.48386947212945,6.03917,1.3138,0.494443,0.6495992134,1321.85,44.4444444444444,29.6296296296296,0,14.8148148148148,7.40740740740741,0,0,3.7037037037037,0,8.33333333333333,97,0.673611111111111,0.4520327938,0.000281047364682861
FARFUA_clean,8.43305,1.40577777407336,5.99885,1.37514,0.457553,0.62919943242,1205.84,44.4444444444444,29.6296296296296,0,14.8148148148148,7.40740740740741,0,0,3.7037037037037,0,8.33333333333333,97,0.673611111111111,0.4767849674,0.000154200363395454
FARHIR_ion_b,6.8791,1.28551032840864,5.35126,1.62906,0.231913,0.37780019178,514.901,45.1612903225806,25.8064516129032,20.9677419354839,0,0,0,3.2258064516129,4.83870967741935,8.66666666666667,10.7142857142857,41,0.732142857142857,0.9912133729,3.25126085826372E-05
FASHAK_clean,5.67537,1.15377437507115,4.91896,1.31877,0.441018,0.58160130786,1268.34,48,18,30,0,0,0,0,4,15,8.33333333333333,40,0.833333333333333,0.5163822506,0.000125441951733522
FASVIH_clean,7.36263,1.0881886505221,6.76595,1.28937,0.476511,0.61439898807,1329.42,42.1052631578947,15.7894736842105,31.5789473684211,0,0,0,0,10.5263157894737,6,25,27,0.84375,0.6545255904,0.000219958685978074
FASYUU_charged,5.1995,1.21983549405742,4.26246,1.9801,0.230392,0.4561991992,296.268,42.2535211267606,33.8028169014084,0,8.45070422535211,2.8169014084507,0,5.63380281690141,7.04225352112676,0,16.6666666666667,145,0.604166666666667,0.6317382179,3.36378022335104E-05
FATKAO_clean,4.65609,1.22236282156631,3.80909,1.95034,0.238419,0.46499811246,519.916,35,20,30,10,0,0,0,5,12,14.2857142857143,41,0.732142857142857,0.3400037602,1.41091000728343E-05
FATKIV_clean,14.84172,1.41551121309749,10.48506,0.799535,0.795963,0.636400277205,1156.88,38.6503067484663,49.079754601227,5.52147239263804,4.9079754601227,0,0,0,1.84049079754601,6,4.76190476190476,139,0.367724867724868,1.1441051097,0.000016235335770648
FATKOC_clean,4.67985,1.23348383372738,3.79401,1.90793,0.250219,0.47740033667,530.135,35,20,30,10,0,0,0,5,12,14.2857142857143,41,0.732142857142857,0.3744643951,6.03079515886136E-06
FATKUI_clean,4.71614,1.20680046162074,3.90797,1.76449,0.278494,0.49139987806,616.182,35,20,30,10,0,0,0,5,12,14.2857142857143,41,0.732142857142857,0.3637433535,1.64662521685894E-05
FATLUJ_clean,5.42171,1.26386667847768,4.28978,1.20951,0.432074,0.52259782374,965.69,39.4366197183099,36.6197183098592,14.0845070422535,7.04225352112676,0,0,0,2.8169014084507,10,7.14285714285714,31,0.553571428571429,1.0361969479,5.55844277823772E-05
FATQID_clean,11.53016,1.3481042036182,8.55287,0.606791,1.31973,0.80080028643,3633.67,41.7582417582418,24.1758241758242,23.0769230769231,2.1978021978022,0,0,3.2967032967033,5.49450549450549,8.4,13.1578947368421,217,0.713815789473684,0.4996237068,0.000474290416243087
FATVOM_clean,4.53669,1.12513764471296,4.03212,1.59797,0.263584,0.42119932448,498.701,47.5,27.5,15,5,0,0,0,5,6,10.5263157894737,55,0.723684210526316,1.6265517661,8.83411311676372E-06
FAVFUG_clean,6.83841,1.43318124946296,4.77149,1.02578,0.592913,0.60819829714,1855.69,52.7472527472528,26.3736263736264,17.5824175824176,0,0,0,0,3.2967032967033,10.6666666666667,6.25,577,0.751302083333333,1.4618136498,6.89078232824886E-05
FAVGIV_clean,4.89361,1.14440694930673,4.27611,1.63035,0.289385,0.47179883475,481.195,37.6811594202899,34.7826086956522,24.6376811594203,0,0,0,0,2.89855072463768,17,7.69230769230769,29,0.557692307692308,0.6636018275,2.51511492989142E-05
FAVGOB_clean,4.8913,1.14761867892345,4.26213,1.63875,0.282654,0.4631992425,472.75,37.6811594202899,34.7826086956522,24.6376811594203,0,0,0,0,2.89855072463768,17,7.69230769230769,29,0.557692307692308,0.6632127968,1.81802415962802E-05
FAVGUH_clean,4.86763,1.15568508274176,4.2119,1.64912,0.284274,0.46880193888,469.146,37.6811594202899,34.7826086956522,24.6376811594203,0,0,0,0,2.89855072463768,17,7.69230769230769,29,0.557692307692308,0.6578552363,1.34248432829309E-05
FAVHAO_clean,4.95666,1.12614763838116,4.40143,1.63957,0.283733,0.46520011481,478.52,37.6811594202899,34.7826086956522,24.6376811594203,0,0,0,0,2.89855072463768,17,7.69230769230769,29,0.557692307692308,0.6946400523,2.15400094537772E-05
FAVHES_clean,4.81694,1.15211890149105,4.18094,1.69685,0.272033,0.46159919605,446.011,37.6811594202899,34.7826086956522,24.6376811594203,0,0,0,0,2.89855072463768,17,7.69230769230769,29,0.557692307692308,0.6525681112,1.19015166253433E-05
FAVHIW_clean,4.93663,1.1274757450074,4.37848,1.68898,0.271762,0.45900058276,458.419,37.6811594202899,34.7826086956522,24.6376811594203,0,0,0,0,2.89855072463768,17,7.69230769230769,29,0.557692307692308,0.7200191115,2.36612036594593E-05
FAVKAP_clean,6.87609,1.34722799125371,5.10388,1.0919,0.592361,0.6467989759,2239.37,42.8571428571429,0,46.4285714285714,0,0,0,0,10.7142857142857,8.66666666666667,25,25,1.04166666666667,0.4122541381,0.000160432679044511
FAYPAY_clean,12.90794,2.46312639896803,5.24047,0.673936,1.10099,0.74199679664,2984.72,45.3947368421053,31.5789473684211,7.89473684210526,11.8421052631579,0,0,0,3.28947368421053,4.8,7.2463768115942,181,0.655797101449275,0.8041341468,0.000150006917711514
FAYPEC_clean,11.32938,2.38120239436383,4.75784,0.745804,0.924908,0.689800086032,2389.63,43.0851063829787,38.2978723404255,6.38297872340426,9.57446808510638,0,0,0,2.65957446808511,4.8,6.17283950617284,181,0.558641975308642,0.9731047481,7.74260669828651E-05
FAYPIG_clean,11.51198,1.91448974568773,6.01308,0.74228,0.956244,0.70980079632,2401.5,44.1176470588235,35.2941176470588,7.05882352941176,10.5882352941176,0,0,0,2.94117647058824,4.8,6.66666666666667,91,0.606666666666667,0.8303251487,0.000140649723435387
FAYPOM_clean,8.33734,1.13582786581511,7.34032,0.888945,0.71658,0.6370002081,1992.16,43.452380952381,33.3333333333333,9.52380952380952,10.7142857142857,0,0,0,2.97619047619048,6.4,6.84931506849315,91,0.623287671232877,0.9602203411,3.38155743950663E-05
FAYQAZ_clean,13.25092,2.46377937969131,5.37829,0.797039,0.85391,0.68059957249,1986.41,42.6229508196721,37.1584699453552,7.65027322404372,9.83606557377049,0,0,0,2.73224043715847,5.6,6.41025641025641,177,0.567307692307692,0.7637611487,0.000101585726999181
FAYQED_clean,12.559,1.23735209213884,10.1499,0.533674,1.46494,0.78180038956,3729.68,45.7547169811321,37.7358490566038,5.66037735849057,8.49056603773585,0,0,0,2.35849056603774,4.8,5.15463917525773,115,0.592783505154639,1.0760926361,0.00013055165236171
FAYQUT_clean,11.36736,1.37499682479779,8.26719,0.777904,0.875429,0.680999720816,2191.54,48.4375,33.3333333333333,6.25,9.375,0,0,0,2.60416666666667,4.8,5.37634408602151,245,0.658602150537634,1.1068869718,7.60849828704612E-05
FAZFET_clean,6.57316,1.47469544342988,4.4573,1.65256,0.324103,0.53559965368,893.337,8.84955752212389,35.3982300884956,26.5486725663717,8.84955752212389,0,3.53982300884956,0,16.8141592920354,3.15789473684211,190,-79,-0.9875,0.1862941009,0.000102422002012606
FAZPED_clean,7.63868,1.27506630989799,5.99081,1.64589,0.245946,0.40480006194,455.527,37.5,25,12.5,15.625,3.125,0,0,6.25,4,16.6666666666667,49,0.680555555555556,0.5227796184,6.34658621172678E-05
FAZRAA_charged,5.45459,1.13733965537373,4.79592,1.5554,0.299087,0.4651999198,515.086,27.7777777777778,33.3333333333333,11.1111111111111,11.1111111111111,2.77777777777778,0,11.1111111111111,2.77777777777778,8,10,9,0.45,1.310363094,7.07159241374897E-06
FAZZEM_clean,5.74693,1.30291941842881,4.41081,2.16525,0.214201,0.46379871525,403.211,28,20,36,4,0,0,0,12,6,42.8571428571429,19,0.678571428571429,0.1572836943,9.24780253320007E-05
FEBPUY_clean,5.08924,1.16053853380887,4.38524,1.23823,0.435459,0.53919839757,935.44,44.4444444444444,19.047619047619,25.3968253968254,6.34920634920635,0,0,0,4.76190476190476,10.6666666666667,10.7142857142857,89,0.794642857142857,1.3077905743,0.000118201148909335
FEBXIV_clean,17.28638,1.09779955913705,15.74639,0.293688,2.99229,0.87879966552,5076.95,55.1724137931034,27.5862068965517,13.7931034482759,0,0,0,1.14942528735632,2.29885057471264,12,4.16666666666667,145,0.755208333333333,0.7069441784,0.000638992121210572
FECKAA_clean,5.54178,1.39627309787401,3.96898,0.97764,0.596539,0.58320038796,1059.8,55.3846153846154,34.6153846153846,7.30769230769231,0,1.15384615384615,0,0,1.53846153846154,9.5,2.77777777777778,100,0.694444444444444,2.1833761977,1.45642823664545E-06
FECXAO_clean,5.79137,1.26078598703374,4.59346,0.989543,0.623924,0.617399626732,1865.6,55.1020408163265,30.6122448979592,12.2448979591837,0,0,0,0,2.04081632653061,12,3.7037037037037,118,0.728395061728395,2.367534948,2.55353457865752E-05
FECXES_clean,10.76463,1.63349190813284,6.58995,0.833076,0.845541,0.704399914116,2560.44,45.679012345679,24.6913580246914,24.6913580246914,0,0,0,0,4.93827160493827,10,10.8108108108108,109,0.736486486486487,1.3259723443,0.000177868065861191
FECXUI_clean,10.09798,1.77867766731722,5.67724,0.924829,0.746084,0.690000119636,2218.46,51.063829787234,24.822695035461,18.4397163120567,0,0,0,0,5.67375886524823,6.5,11.1111111111111,219,0.760416666666667,0.9576594814,0.000135518104983399
FECYUJ_clean,9.54146,1.76810922796965,5.39642,0.925869,0.733581,0.679199906889,2257.59,50.7042253521127,25.3521126760563,18.3098591549296,0,0,0,0,5.63380281690141,6.5,11.1111111111111,109,0.756944444444444,1.0413886317,0.000130123507265349
FECZAQ_manual,8.47974,1.58005418559498,5.36674,0.984083,0.67535,0.66460045405,2045.13,47.6190476190476,25.3968253968254,20.6349206349206,0,0,0,0,6.34920634920635,6.5,13.3333333333333,89,0.741666666666667,0.7454465791,0.000181698434411382
FEDBEX_clean,5.54956,1.10131950522027,5.03901,1.56747,0.354839,0.55619948733,902.91,40.9090909090909,13.6363636363636,27.2727272727273,13.6363636363636,0,0,0,4.54545454545455,12,11.1111111111111,16,0.888888888888889,0.3465558038,0.000112878181625513
FEFCUQ_clean,8.87571,1.39769457895358,6.35025,0.77796,0.865083,0.67299997068,2725.88,51.3513513513513,32.4324324324324,10.8108108108108,2.7027027027027,0,0,0,2.7027027027027,8,5.26315789473684,53,0.697368421052632,1.3058000321,0.000221558802951671
FEFDAX_clean,7.78612,1.22061500113657,6.37885,0.828568,0.814176,0.674600179968,2576.23,48.5714285714286,28.5714285714286,11.4285714285714,8.57142857142857,0,0,0,2.85714285714286,8,5.88235294117647,49,0.720588235294118,1.1931304962,0.000253131118251124
FEFDEB_manual,13.10906,1.13033401135244,11.59751,0.53928,1.42783,0.7700001624,3959.36,45.945945945946,37.8378378378378,10.8108108108108,2.7027027027027,0,0,0,2.7027027027027,8,5.88235294117647,41,0.602941176470588,0.651114506,0.00034299493112237
FEFZOF_clean,4.86334,1.24912095052923,3.89341,1.78217,0.305359,0.54420164903,625.914,28.5714285714286,0,0,28.5714285714286,0,0,28.5714285714286,14.2857142857143,0,50,17,1.0625,0.4481176574,2.76637214630539E-05
FEGNIQ_clean,7.13681,1.4832570590118,4.81158,1.15152,0.458524,0.52799955648,1138.24,48.8372093023256,27.906976744186,16.2790697674419,4.65116279069767,0,0,0,2.32558139534884,14,4.76190476190476,121,0.720238095238095,0.8976211353,5.50267586552947E-05
FEHCIG_manual,7.75569,1.1012006349621,7.04294,0.956692,0.659355,0.63079965366,1710.86,44.4444444444444,37.037037037037,7.40740740740741,7.40740740740741,0,0,0,3.7037037037037,4,8.33333333333333,57,0.59375,1.4484187059,7.41053211774637E-05
FENROG_clean,5.38209,1.17869837258247,4.56613,1.67781,0.369888,0.62060178528,1175.69,30.7692307692308,30.7692307692308,30.7692307692308,0,0,0,0,7.69230769230769,8,25,9,0.5625,0.3666446554,8.86390147669579E-05
FEQSIF_clean,9.23636,1.64647454980409,5.60978,0.773392,0.906656,0.701200497152,3026.49,42.5287356321839,27.5862068965517,25.2873563218391,0,0,0,0,4.59770114942529,11,10.8108108108108,51,0.689189189189189,1.2999055738,0.000157089595019629
FERHAN_clean,10.23981,1.59863145865338,6.40536,0.784123,0.889911,0.697799683053,2335.4,44.8598130841121,33.6448598130841,17.7570093457944,0,0,0,0,3.73831775700935,9.5,8.33333333333333,61,0.635416666666667,1.0265637052,0.000151665514191722
FERWAC_clean,4.92077,1.2690017458938,3.87767,1.42345,0.394393,0.56139871585,1024.2,45.7142857142857,22.8571428571429,0,22.8571428571429,0,0,0,8.57142857142857,0,18.75,37,0.770833333333333,0.9051452584,3.69945653008249E-05
FEVNIE_charged,12.01697,2.64539470787655,4.5426,0.722308,1.01259,0.73140185772,2920.63,35.2380952380952,28.5714285714286,14.2857142857143,5.71428571428571,11.4285714285714,0,3.80952380952381,0.952380952380952,30,2.7027027027027,89,0.601351351351351,0.6917179909,0.000116610579749735
FEVSAC_clean,4.70494,1.24422900452477,3.78141,1.30344,0.36089,0.4703984616,295.926,56.3636363636364,5.45454545454545,3.63636363636364,29.0909090909091,0,0,0,5.45454545454545,1.33333333333333,9.67741935483871,119,0.959677419354839,0.3784602557,1.47585436972001E-05
FEWGUL_clean,4.38967,1.11494159451174,3.93713,1.63655,0.233906,0.3827988643,424.154,48.9795918367347,24.4897959183673,12.2448979591837,12.2448979591837,0,0,0,2.04081632653061,12,4.16666666666667,73,0.760416666666667,1.1089440129,2.45860673291092E-05
FEWQIJ_manual,5.32147,1.03337741451261,5.14959,2.34625,0.203559,0.47760030375,493.681,31.25,18.75,28.125,12.5,0,0,0,9.375,6,30,127,0.705555555555556,0.7184622209,1.38311996618673E-05
FEWQOP_clean,5.35536,1.03044763253494,5.19712,2.28568,0.204315,0.4669987092,509.19,33.3333333333333,13.3333333333333,30,13.3333333333333,0,0,0,10,6,30,25,0.833333333333333,0.6503892784,2.82294645475106E-05
FEWWOV_clean,6.50134,1.7237298066904,3.77167,0.923858,0.636029,0.587600479882,1709.64,47.2727272727273,29.0909090909091,0,18.1818181818182,0,0,3.63636363636364,1.81818181818182,0,3.84615384615385,109,0.698717948717949,2.0749864653,2.50078541417906E-05
FEWWUB_clean,13.46293,3.28089671323746,4.10343,0.839472,0.731651,0.614200528272,1554.54,46.4788732394366,33.8028169014084,1.40845070422535,14.0845070422535,0,0,2.8169014084507,1.40845070422535,2,3.03030303030303,253,0.638888888888889,1.6279568451,3.71988222409961E-05
FEXCES_clean,6.14892,1.12178524711888,5.48137,1.01825,0.569801,0.58019986825,1501.17,50,26.9230769230769,15.3846153846154,3.84615384615385,0,0,0,3.84615384615385,8,7.69230769230769,58,0.743589743589744,1.9136783999,7.96442459915909E-05
FEYDET_clean,5.39172,1.17006035064572,4.60807,1.74589,0.261185,0.45600027965,512.778,45,15,35,0,0,0,0,5,14,11.1111111111111,31,0.861111111111111,1.4423304361,0.000105015194127967
FEYJOJ_clean,6.25646,1.32440161812366,4.72399,0.913381,0.715802,0.653799946562,2756.76,50,18.75,25,0,0,0,0,6.25,8,12.5,53,0.828125,1.3146248917,0.000284203395735313
FEYQIK_clean,5.731,1.37163672568702,4.17822,1.30044,0.447694,0.58219918536,1102.35,32.1428571428571,42.8571428571429,21.4285714285714,0,0,0,0,3.57142857142857,12,11.1111111111111,7,0.388888888888889,1.2399424218,1.35019287882429E-05
FEZCOD_charged,6.55568,1.67086697659245,3.92352,1.41054,0.345826,0.48780140604,388.871,27.2727272727273,46.2809917355372,6.61157024793388,14.0495867768595,0,0,0,5.78512396694215,2.28571428571429,21.2121212121212,21,0.159090909090909,0.3060360363,4.35387944696881E-06
FEZCUJ_charged,6.46053,1.58791172328361,4.06857,1.4332,0.343986,0.4930007352,390.96,27.9661016949153,44.9152542372881,6.77966101694915,14.4067796610169,0,0,0,5.93220338983051,2.28571428571429,21.2121212121212,27,0.204545454545455,0.2808313953,8.6275490201344E-06
FEZQEI_clean,5.828,1.14142239091563,5.10591,1.19338,0.408086,0.48700167068,676.177,37.6068376068376,44.4444444444444,11.965811965812,5.12820512820513,0,0,0,0.854700854700855,28,2.27272727272727,55,0.416666666666667,0.817881598,3.19629880263133E-05
FEZREJ_clean,6.80795,1.28508139411969,5.29768,1.3201,0.473902,0.6255980302,1539.8,37.2093023255814,18.6046511627907,32.5581395348837,4.65116279069767,0,0,0,6.97674418604651,9.33333333333333,18.75,49,0.765625,0.8966786352,0.000183682995685653
FEZTIP_clean,5.60935,1.17761598552267,4.76331,1.11089,0.5068,0.562999052,1243.85,42.8571428571429,14.2857142857143,28.5714285714286,0,0,0,7.14285714285714,7.14285714285714,8,16.6666666666667,41,0.854166666666667,1.4139156494,0.000163220302122045
FIBKEI_clean,12.33456,1.7725048607309,6.95883,0.708252,1.03946,0.73619962392,3211.97,50.78125,22.65625,18.75,3.125,0,0,0,4.6875,8,9.23076923076923,203,0.780769230769231,1.1520885222,0.000164643845649716
FIDRIV_clean,15.99327,1.00569842133229,15.90265,0.698397,1.0169,0.7101999093,2172.77,46.3414634146341,39.0243902439024,12.1951219512195,0,0,0,0,2.4390243902439,10,5.26315789473684,89,0.585526315789474,0.5270570485,0.000223893918614844
FIFGAE_clean,7.43152,1.19753902082937,6.20566,0.862729,0.812306,0.700799943074,2836.45,50.561797752809,10.1123595505618,33.7078651685393,0,0,0,0,5.61797752808989,12,11.1111111111111,82,0.911111111111111,0.8246724981,0.000383935404389636
FIFGEI_clean,16.15291,1.09935119338085,14.69313,0.412792,2.09209,0.86359801528,4211.18,51.219512195122,29.2682926829268,15.8536585365854,0,0,0,0,3.65853658536585,8.66666666666667,7.14285714285714,61,0.726190476190476,0.592785343,0.000403553763123458
FIFGIM_clean,12.64493,1.79621606418401,7.03976,0.68535,1.11505,0.7641995175,3236.63,48.780487804878,29.2682926829268,15.4471544715447,2.4390243902439,0,0,0,4.0650406504065,7.6,8.33333333333333,85,0.708333333333333,0.8692815961,0.000209980876126991
FIFMIS_clean,4.83064,1.07075820916696,4.51142,1.28879,0.372443,0.48000081397,493.845,43.859649122807,33.3333333333333,14.0350877192982,5.26315789473684,0,0,0,3.50877192982456,8,8,94,0.626666666666667,1.9718290085,6.38530762345737E-06
FIFMIS01_clean,4.81383,1.07145194210305,4.49281,1.28928,0.368577,0.47519895456,484.979,43.859649122807,33.3333333333333,14.0350877192982,5.26315789473684,0,0,0,3.50877192982456,8,8,94,0.626666666666667,1.9852267441,6.19949602426318E-06
FIFMOX_clean,6.04512,1.42453977320929,4.24356,0.977861,0.604994,0.591600037834,1944.46,50.6024096385542,36.144578313253,0,10.8433734939759,0,0,0,2.40963855421687,0,4.76190476190476,217,0.645833333333333,1.4484407798,3.73750803584004E-05
FIFMOY_clean,4.8407,1.09372846468604,4.42587,1.29544,0.361267,0.46799972248,457.813,43.859649122807,33.3333333333333,14.0350877192982,5.26315789473684,0,0,0,3.50877192982456,8,8,94,0.626666666666667,1.9885680306,2.88708582055147E-06
FIFMUD_clean,5.99897,1.51257289962104,3.96607,0.985465,0.600123,0.591400212195,1876.51,50.6024096385542,36.144578313253,0,10.8433734939759,0,0,0,2.40963855421687,0,4.76190476190476,217,0.645833333333333,1.3663847464,1.54425820206293E-05
FIFNUE_clean,4.8017,1.21525721430054,3.95118,1.02025,0.568687,0.58020291175,1533.95,44,36,8,8,0,0,0,4,4,9.09090909090909,14,0.636363636363636,0.953260479,2.89635505337979E-05
FIFNUE01_clean,4.79076,1.21835636992485,3.93215,1.01704,0.557502,0.56700183408,1505.43,44,36,8,8,0,0,0,4,4,9.09090909090909,14,0.636363636363636,0.9170212789,2.72522551495394E-05
