MOF,LCD (Å),LCD/PLD,PLD (Å),density (g/cm3),Pore Volume (cm3/g),Porosity,Surface Area (m2/g),%C,%H,%O,%N,%Halojen,%Metalloids,%Ametal,%Metal,O-to-M,MP,TDU,DU,U_H2 (mol/kg),D_H2 (cm2/s)
GULWIU_clean,11.05938,1.75421526982485,6.30446,0.918977,0.803067,0.738000102459,2440.24,35.8208955223881,23.8805970149254,0,29.8507462686567,4.47761194029851,0,0,5.97014925373134,0,16.6666666666667,129,0.671875,0.0509319161,0.00189755515411652
GULWOA_clean,7.6136,1.06211331756959,7.16835,1.27683,0.496073,0.63340088859,1446.03,33.8028169014084,22.5352112676056,0,28.169014084507,8.45070422535211,0,0,7.04225352112676,0,20.8333333333333,33,0.6875,0.0304784408,0.00115934184110577
GUNZIA_clean,5.83475,1.35539929660241,4.30482,1.2153,0.435778,0.5296010034,688.601,52.2727272727273,34.0909090909091,6.81818181818182,4.54545454545455,0,0,0,2.27272727272727,6,4.34782608695652,249,0.676630434782609,0.0401291134,0.000782911310928355
GUPCAW_clean,13.64672,1.58151145393798,8.62891,0.814725,0.911474,0.74260065465,2293.83,38.4615384615385,35.8974358974359,0,20.5128205128205,0,0,0,5.12820512820513,0,13.3333333333333,65,0.541666666666667,0.0488563529,0.00142804691327891
GUPDEB_clean,20.68684,2.70279832659599,7.65386,0.945467,0.761105,0.719599661035,1638.15,28.5714285714286,19.047619047619,19.047619047619,28.5714285714286,0,0,0,4.76190476190476,8,16.6666666666667,97,0.673611111111111,0.0400182619,0.00217603278405027
GUPREQ_clean,6.00262,1.55177031414804,3.86824,1.31,0.378168,0.49540008,772.734,39.0804597701149,32.183908045977,18.3908045977011,6.89655172413793,0,0,0,3.44827586206897,10.6666666666667,8.82352941176471,81,0.595588235294118,0.0274293931,9.69448127561759E-05
GUSJOU_clean,6.46175,1.30865585191486,4.9377,1.4824,0.365894,0.5424012656,978.754,25,33.3333333333333,16.6666666666667,0,0,8.33333333333333,12.5,4.16666666666667,8,16.6666666666667,9,0.375,0.0287380319,0.000525982170906147
GUSMAJ_clean,4.67375,1.22750826655741,3.80751,1.32281,0.355908,0.47079866148,435.074,39.454094292804,35.7320099255583,17.8660049627792,5.95533498759305,0,0,0,0.992555831265509,36,2.51572327044025,175,0.550314465408805,0.0223765704,0.00043271323676948
GUTYIE_clean,5.62453,1.35153715656073,4.16158,1.07616,0.587833,0.63260236128,1514.21,47.6190476190476,9.52380952380952,38.0952380952381,0,0,0,0,4.76190476190476,16,10,37,0.925,0.043498626,0.00118956561358496
GUVCOP_clean,5.74545,1.45635460787967,3.94509,1.37815,0.445526,0.6140016569,1341.28,33.8709677419355,38.7096774193548,11.2903225806452,9.67741935483871,0,0,0,6.45161290322581,3.5,19.047619047619,73,0.43452380952381,0.0279725549,0.000446103221445806
GUVKUE_clean,8.21847,1.09672748721247,7.49363,1.22679,0.54125,0.6640000875,1673.24,44.4444444444444,29.6296296296296,0,14.8148148148148,7.40740740740741,0,0,3.7037037037037,0,8.33333333333333,193,0.670138888888889,0.039295779,0.00110195527076558
GUVLAL_clean,8.46005,1.06132170151695,7.97124,1.21092,0.55363,0.6704016396,1701.98,44.4444444444444,29.6296296296296,0,14.8148148148148,7.40740740740741,0,0,3.7037037037037,0,8.33333333333333,193,0.670138888888889,0.040285234,0.000575825391647908
GUVZII_clean,11.49557,1.07181304106626,10.72535,1.14498,0.559135,0.6401983923,1351.26,44.4444444444444,11.1111111111111,33.3333333333333,0,0,0,0,11.1111111111111,6,25,64,0.888888888888889,0.040842728,0.00187537473491693
GUWDUY_clean,6.18049,1.50240901179468,4.11372,0.97822,0.614177,0.60080022494,1714.69,46.2962962962963,37.037037037037,0,9.25925925925926,5.55555555555556,0,0,1.85185185185185,0,4,31,0.62,0.0518509783,0.00051050363770042
HABRAF_manual,24.30948,2.69054525934821,9.03515,0.38234,2.21321,0.8461987114,4885.64,58.0645161290323,25.8064516129032,12.9032258064516,0,0,0,0,3.2258064516129,8,5.55555555555556,337,0.780092592592593,0.1269185481,0.00379931541138734
HABREJ_clean,7.22153,1.31290997018399,5.5004,0.929467,0.682757,0.634600100519,1942.84,38.9830508474576,32.2033898305085,6.77966101694915,16.9491525423729,0,1.69491525423729,0,3.38983050847458,4,8.69565217391304,109,0.592391304347826,0.0550743068,0.000486800074769147
HAFTOZ_clean,15.37241,2.04317100401393,7.5238,0.554007,1.4137,0.7831996959,3682.59,51.7241379310345,20.6896551724138,0,20.6896551724138,0,0,0,6.89655172413793,0,13.3333333333333,49,0.816666666666667,0.0843898227,0.00369673676562369
HAFVOB_clean,5.59823,1.36351303297335,4.10574,0.989877,0.564717,0.559000369809,1641.23,50,28.5714285714286,15.4761904761905,0,0,0,2.38095238095238,3.57142857142857,8.66666666666667,7.14285714285714,121,0.720238095238095,0.0544836535,0.000501852191569653
HAFVUH_SL,7.26111,1.01690948788368,7.14037,0.948615,0.621538,0.58960026987,1751.34,42.1052631578947,26.3157894736842,26.3157894736842,0,0,0,0,5.26315789473684,10,12.5,45,0.703125,0.0603973741,0.00117835982230543
HAFWAO_charged,9.30827,2.23776931546632,4.15962,0.852871,0.73704,0.62860004184,1786.13,37.7358490566038,41.5094339622642,15.0943396226415,3.77358490566038,0,0,0,1.88679245283019,16,5,73,0.45625,0.0440985054,0.000394102258577003
HAHCUR_clean,7.19827,1.20219018209208,5.98763,1.10603,0.493657,0.54599945171,1197.82,48.5714285714286,28.5714285714286,11.4285714285714,8.57142857142857,0,0,0,2.85714285714286,8,5.88235294117647,97,0.713235294117647,0.0393676354,0.00167868211608497
HAKCAZ_clean,7.25791,1.44260037009578,5.03113,1.17911,0.501055,0.59079896105,1351.88,55.5984555984556,27.7992277992278,9.26640926640927,4.63320463320463,0,0,0,2.7027027027027,6.85714285714286,4.86111111111111,217,0.753472222222222,0.0525382248,0.000783189483842615
HAKSAQ_clean,8.06664,2.04804630969609,3.9387,1.15948,0.543345,0.6299976606,1579.42,41.0958904109589,24.6575342465753,17.8082191780822,12.3287671232877,0,0,0,4.10958904109589,8.66666666666667,10,43,0.716666666666667,0.0533087355,0.000623422085713093
HAKVUN_clean,8.02196,1.92271703178179,4.1722,1.33184,0.4924,0.655798016,1525.15,42,18,26,6,0,0,0,8,6.5,19.047619047619,34,0.80952380952381,0.0451503756,0.000635472165912503
HAKWAU_clean,7.77196,1.93189128457014,4.02298,0.967928,0.65852,0.63739994656,1901.03,42,18,26,6,0,0,0,8,6.5,19.047619047619,34,0.80952380952381,0.0546146797,0.000375697843643556
HALQUJ_clean,5.83271,1.41856064751648,4.11171,0.775057,0.859034,0.665800314938,2905.8,52.5,30,0,15,0,0,0,2.5,0,4.76190476190476,61,0.726190476190476,0.0672608337,0.000301074969712291
HAMLIT_clean,7.60143,1.60088411147639,4.74827,1.03116,0.58594,0.6041978904,1724.35,47.244094488189,21.259842519685,14.1732283464567,14.1732283464567,0,0,0,3.1496062992126,9,6.66666666666667,94,0.783333333333333,0.0504174698,0.00102702783291272
HANKUE_clean,11.04769,1.59191828077223,6.93986,1.01875,0.705177,0.71839906875,2371.86,54.3103448275862,0,37.9310344827586,0,0,0,0,7.75862068965517,9.77777777777778,14.2857142857143,2017,1.00049603174603,0.0505347694,0.00145938461803684
HANWAW_clean,11.32674,2.28346040795591,4.96034,0.840493,0.834987,0.701800728591,2457.39,52.0547945205479,21.9178082191781,21.9178082191781,0,0,0,0,4.10958904109589,10.6666666666667,7.89473684210526,241,0.792763157894737,0.06518494,0.00121412507134197
HAPBAE_clean,7.19899,1.59357125148311,4.51752,1.177,0.510961,0.601401097,1431.79,32.4324324324324,38.7387387387387,16.2162162162162,1.8018018018018,1.8018018018018,0,1.8018018018018,7.20720720720721,4.5,22.2222222222222,59,0.409722222222222,0.0339151974,0.000514410101955083
HAPBEI_clean,7.40345,1.63914626991244,4.51665,1.1831,0.504945,0.5974004295,1390.68,30.6306306306306,38.7387387387387,16.2162162162162,3.6036036036036,1.8018018018018,0,1.8018018018018,7.20720720720721,4.5,23.5294117647059,51,0.375,0.0335233384,0.00034814016976823
HAPBIM_clean,7.3635,1.80749064773631,4.07388,1.22764,0.496238,0.60920161832,1275.62,41.304347826087,21.7391304347826,19.5652173913043,2.89855072463768,2.89855072463768,0,2.17391304347826,9.42028985507246,4.15384615384615,22.8070175438596,505,0.738304093567251,0.0280888341,0.00027766238410589
HAPHUD_clean,8.47502,1.2401802830092,6.8337,0.827108,0.800137,0.661799713796,2275.42,47.4358974358974,30.7692307692308,11.5384615384615,7.69230769230769,0,0,0,2.56410256410256,9,5.40540540540541,101,0.682432432432432,0.0580580779,0.000451132982710076
HAPNEU_clean,7.1275,1.59099888613336,4.47989,1.12613,0.5328,0.600002064,1574.85,32.4324324324324,38.7387387387387,16.2162162162162,1.8018018018018,1.8018018018018,0,1.8018018018018,7.20720720720721,4.5,22.2222222222222,59,0.409722222222222,0.0349027233,0.000486565421733379
HAQJIV_clean,10.92187,1.77277471274442,6.16089,0.730979,1.01781,0.74399773599,3217.63,42.8571428571429,32.6530612244898,16.3265306122449,4.08163265306122,0,0,0,4.08163265306122,8,9.52380952380952,118,0.624338624338624,0.0793761279,0.000990799937361424
HAQRID_clean,8.35999,1.13481356999745,7.36684,1.01133,0.646874,0.65420308242,1814.52,50.5263157894737,18.9473684210526,25.2631578947368,0,0,0,0,5.26315789473684,9.6,10.4166666666667,157,0.817708333333333,0.0510219667,0.00227129334425682
HASMIZ_clean,9.9371,1.68279961389308,5.9051,0.740129,0.928217,0.687000319993,2833.15,46.1538461538462,33.3333333333333,10.2564102564103,7.69230769230769,0,0,0,2.56410256410256,8,5.55555555555556,47,0.652777777777778,0.0659246579,0.00211363056068436
HASTAY_clean,6.39369,1.62284633737753,3.9398,1.27695,0.450916,0.5757971862,1148.79,45.8874458874459,20.7792207792208,16.8831168831169,10.3896103896104,0,0,0,6.06060606060606,5.57142857142857,13.2075471698113,165,0.778301886792453,0.0356202803,0.00047559553363999
HAVVUX_clean,8.34589,1.23667181829901,6.74867,2.21863,0.226807,0.50320081441,430.794,32.1428571428571,21.4285714285714,0,26.7857142857143,7.14285714285714,0,0,12.5,0,38.8888888888889,49,0.680555555555556,0.0142216315,0.00152562277100115
HAWREE_clean,5.95677,1.39778766980244,4.26157,1.29463,0.398107,0.51540126541,1077.46,36.7816091954023,29.8850574712644,13.7931034482759,13.7931034482759,0,0,0,5.74712643678161,4.8,15.625,39,0.609375,0.0365081852,0.000422128425589847
HAWVAE_clean,5.43472,1.44748694264886,3.75459,1.57273,0.333688,0.52480112824,774.765,44.4444444444444,14.8148148148148,29.6296296296296,0,0,0,7.40740740740741,3.7037037037037,16,8.33333333333333,41,0.854166666666667,0.0297116057,0.00115046921096422
HAWVEI_clean,5.44774,1.4469813275253,3.7649,1.50867,0.348652,0.52600081284,810.136,44.4444444444444,14.8148148148148,29.6296296296296,0,0,0,7.40740740740741,3.7037037037037,16,8.33333333333333,41,0.854166666666667,0.0297472729,0.000475177260889091
HAWWEK_clean,6.09263,1.48802522445072,4.09444,0.818977,0.829816,0.679600218232,3192.37,38.0952380952381,38.0952380952381,0,19.047619047619,0,0,0,4.76190476190476,0,12.5,33,0.515625,0.0622633042,0.00113613190470935
HAWZEM_clean,4.83947,1.29366808433287,3.74089,1.28408,0.390319,0.50120082152,826.263,44.4444444444444,29.6296296296296,14.8148148148148,7.40740740740741,0,0,0,3.7037037037037,8,8.33333333333333,33,0.6875,0.0485589261,0.000706682832705397
HAYLIE_clean,7.09546,1.37425820046793,5.16312,0.822497,0.776173,0.638399963981,2167.43,35.5555555555556,48.8888888888889,4.44444444444444,8.88888888888889,0,0,0,2.22222222222222,4,6.25,21,0.328125,0.0544897303,0.000358776979925183
HAZSIL_clean,7.68408,1.64538156652227,4.67009,1.19851,0.528321,0.63319800171,1668.03,25,32.1428571428571,21.4285714285714,7.14285714285714,0,0,7.14285714285714,7.14285714285714,6,28.5714285714286,11,0.392857142857143,0.0395847434,0.00061461659192033
HEDCIE_clean,6.94357,1.11019850184272,6.25435,1.02856,0.575367,0.59179948152,1615.44,50,30.3030303030303,15.1515151515152,1.51515151515152,0,0,0,3.03030303030303,10,6.06060606060606,93,0.704545454545455,0.0437435417,0.000775383169990431
HEFDED_clean,6.92505,1.63801830782695,4.2277,1.17857,0.416606,0.49099933342,742.388,37,42.5,0.5,17,0,0,0,3,0.333333333333333,8.10810810810811,190,0.427927927927928,0.0174867763,0.000469476726691391
HEFDON_clean,9.34267,1.48168406962876,6.30544,1.26616,0.445443,0.56400210888,1019.56,49.5238095238095,30.4761904761905,11.4285714285714,3.80952380952381,0.952380952380952,0,0,3.80952380952381,6,7.69230769230769,73,0.701923076923077,0.034189515,0.000683659422031795
HEFFAB_charged,9.07189,1.61157427063478,5.62921,1.09841,0.528764,0.58079966524,1124.95,49.2462311557789,28.643216080402,14.070351758794,3.51758793969849,1.00502512562814,0,0,3.51758793969849,8,7.14285714285714,140,0.714285714285714,0.0354069169,0.000507842933244284
HEFFEF_clean,9.54316,1.14248704353062,8.35297,1.17123,0.478813,0.56080014999,1017.3,49.5238095238095,30.4761904761905,11.4285714285714,3.80952380952381,0.952380952380952,0,0,3.80952380952381,6,7.69230769230769,73,0.701923076923077,0.0347219711,0.00102713228604933
HEGJUZ_clean,6.22529,1.31358787968307,4.73915,1.09032,0.505357,0.55100084424,1205.3,51.4851485148515,31.6831683168317,11.8811881188119,1.98019801980198,0,0,0,2.97029702970297,8,5.76923076923077,145,0.697115384615385,0.0429371044,0.000304697937339066
HEHCOO_clean,9.66574,1.23185683261794,7.84648,0.868335,0.764912,0.66419986152,2177.92,46.5753424657534,30.1369863013699,5.47945205479452,13.6986301369863,1.36986301369863,0,0,2.73972602739726,4,5.88235294117647,139,0.681372549019608,0.0429417183,0.00135696576217569
HEKTAU_clean,4.87289,1.20535235027989,4.04271,1.11842,0.506605,0.5665971641,1526.84,52.3809523809524,33.3333333333333,4.76190476190476,7.14285714285714,0,0,0,2.38095238095238,4,4.54545454545455,61,0.693181818181818,0.0515456849,0.000933152688872515
HELDOT_clean,9.05788,1.07755065138074,8.40599,0.706681,0.994508,0.702799907948,2978.73,54.5454545454545,30.3030303030303,12.1212121212121,0,0,0,0,3.03030303030303,8,5.55555555555556,118,0.728395061728395,0.0687258511,0.00174194475022925
HICVOG_clean,4.78823,1.10242023493224,4.34338,1.25646,0.440126,0.55300071396,957.206,44.1860465116279,20.9302325581395,13.953488372093,16.2790697674419,0,0,0,4.65116279069767,6,10.5263157894737,59,0.776315789473684,0.0472404248,0.00051443760911326
HICVUM_clean,5.70734,1.36400875666788,4.18424,1.38731,0.403228,0.55940223668,1105.72,44.1860465116279,20.9302325581395,13.953488372093,16.2790697674419,0,0,0,4.65116279069767,6,10.5263157894737,59,0.776315789473684,0.0388212093,0.000550398560558448
HICZEA_clean,4.83695,1.18126802630711,4.09471,1.59649,0.282871,0.45160072279,499.09,48.6486486486487,27.027027027027,21.6216216216216,0,0,0,0,2.7027027027027,16,5.55555555555556,105,0.729166666666667,0.0306993401,0.000385026528273448
HIFGEK_clean,6.30554,1.22569283133151,5.14447,1.31758,0.431246,0.56820110468,1286.57,34.5588235294118,39.7058823529412,0,13.9705882352941,0,1.47058823529412,4.41176470588235,5.88235294117647,0,17.0212765957447,81,0.430851063829787,0.0297487179,0.00136707974870641
HIFGIO_SL,12.5848,1.04381262664257,12.05657,0.73279,0.957436,0.70159952644,2274.15,48.3516483516484,37.3626373626374,10.989010989011,0,0,0,0,3.2967032967033,6.66666666666667,6.81818181818182,28,0.636363636363636,0.0653563051,0.000914980248563806
HIFTOG_clean,7.95891,1.92213560157076,4.14066,1.16582,0.525468,0.61260110376,1627.97,45.2830188679245,22.6415094339623,24.5283018867925,0,0,0,0,7.54716981132075,6.5,16.6666666666667,73,0.760416666666667,0.0409750835,0.000532670584869161
HIFTOG01_clean,15.08334,1.89920095090117,7.94194,0.584242,1.3734,0.8023979628,3798.71,45.2830188679245,22.6415094339623,24.5283018867925,0,0,0,0,7.54716981132075,6.5,16.6666666666667,37,0.770833333333333,0.0788129107,0.00198428650917401
HIFTOG02_clean,7.88297,1.89903494064138,4.15104,1.15793,0.532675,0.61680036275,1632.24,45.2830188679245,22.6415094339623,24.5283018867925,0,0,0,0,7.54716981132075,6.5,16.6666666666667,73,0.760416666666667,0.0413038258,0.00122115596907966
HIFVOI_clean,9.00136,1.36960514163381,6.57223,0.85431,0.830378,0.70940022918,2506.03,35.2941176470588,35.2941176470588,0,23.5294117647059,0,0,0,5.88235294117647,0,16.6666666666667,49,0.510416666666667,0.0503658805,0.00112432915035302
HIFWAV_clean,6.82644,1.41830126467087,4.81311,1.14185,0.517932,0.5914006542,1190.16,35.2941176470588,35.2941176470588,0,23.5294117647059,0,0,0,5.88235294117647,0,16.6666666666667,61,0.508333333333333,0.0322354164,0.000137670729097485
HIHGAI_clean,10.55614,1.86110645860257,5.67197,1.00791,0.640735,0.64580321385,1701.54,51.5337423312883,29.4478527607362,14.7239263803681,0,0,1.84049079754601,0,2.45398773006135,12,4.76190476190476,121,0.720238095238095,0.0497141824,0.000629997472647077
HIHGEM_manual,9.93245,1.79625249116563,5.52954,1.05018,0.617608,0.64859956944,1566.39,51.5337423312883,29.4478527607362,14.7239263803681,0,0,1.84049079754601,0,2.45398773006135,12,4.76190476190476,241,0.717261904761905,0.0461609872,0.000909408230888504
HIQNAY_clean,6.18436,1.25105141675753,4.94333,1.31558,0.402105,0.5290012959,705.433,46.031746031746,31.7460317460317,12.6984126984127,4.76190476190476,0,0,0,4.76190476190476,5.33333333333333,10.3448275862069,77,0.663793103448276,0.0374537505,0.000429929877819692
HISGAT_clean,5.66636,1.17327116040037,4.82954,1.37462,0.231337,0.31800046694,537.249,43.0769230769231,27.6923076923077,20,0,0,0,3.07692307692308,6.15384615384615,6.5,14.2857142857143,77,0.6875,0.024573813,0.00113522876976378
HIYBUN_clean,10.15365,1.03435050349159,9.81645,1.11827,0.580004,0.64860107308,1388.51,44.4444444444444,29.6296296296296,0,14.8148148148148,7.40740740740741,0,0,3.7037037037037,0,8.33333333333333,49,0.680555555555556,0.0296497776,0.000642832833834508
HIYGIH_clean,17.06952,2.56134111810861,6.66429,0.730619,1.01613,0.74240388447,2955.01,44.7761194029851,17.910447761194,17.910447761194,14.9253731343284,0,0,0,4.47761194029851,8,10,193,0.804166666666667,0.07340796,0.0014095674293778
HIZQEN_clean,5.11247,1.31007682412452,3.90242,1.50181,0.366759,0.55080233379,769.817,47.0588235294118,23.5294117647059,23.5294117647059,0,0,0,0,5.88235294117647,8,12.5,13,0.8125,0.0288610679,0.000531050903140703
HIZQEN01_clean,5.09985,1.31578132619178,3.87591,1.50728,0.362907,0.54700246296,782.72,47.0588235294118,23.5294117647059,23.5294117647059,0,0,0,0,5.88235294117647,8,12.5,13,0.8125,0.0288201021,0.000340671063639371
HIZQUD_clean,6.30539,1.19862712930876,5.26051,1.49546,0.378747,0.56640098862,921.943,47.0588235294118,23.5294117647059,23.5294117647059,0,0,0,0,5.88235294117647,8,12.5,37,0.770833333333333,0.0329517295,0.000643701794002891
HOBGIP_clean,4.56618,1.12742679792301,4.05009,1.4926,0.284201,0.4241984126,503.284,34.6153846153846,34.6153846153846,15.3846153846154,11.5384615384615,0,0,0,3.84615384615385,8,11.1111111111111,19,0.527777777777778,0.0261404114,0.000866698237103202
HOBGOV_clean,4.53296,1.13152856304839,4.00605,1.46371,0.29473,0.4313992483,491.465,37.037037037037,37.037037037037,14.8148148148148,7.40740740740741,0,0,0,3.7037037037037,8,10,21,0.525,0.0277988027,0.000827353629076133
HOFSOL_clean,6.47441,1.44271723507849,4.48765,0.782233,0.90817,0.71040054361,3252,38.0952380952381,38.0952380952381,0,19.047619047619,0,0,0,4.76190476190476,0,12.5,17,0.53125,0.0659547922,0.00162551447858008
HOGJIX_clean,10.87652,1.83086978990444,5.94063,0.784217,0.950247,0.745199851599,3084.95,47.0588235294118,17.6470588235294,23.5294117647059,5.88235294117647,0,0,0,5.88235294117647,8,12.5,79,0.822916666666667,0.0683849046,0.00225853586664974
HOGLEV_clean,14.03402,1.55135469750064,9.0463,0.76193,0.983555,0.74940006115,2772.55,48.5714285714286,22.8571428571429,22.8571428571429,0,0,0,0,5.71428571428571,8,11.7647058823529,313,0.767156862745098,0.0695568798,0.00199188874487743
HOGLEV01_clean,9.50106,1.69517090768951,5.60478,0.851383,0.823601,0.701199890183,2808.08,48.5714285714286,22.8571428571429,22.8571428571429,0,0,0,0,5.71428571428571,8,11.7647058823529,79,0.774509803921569,0.0668486952,0.00153383196758452
HOHMEX_manual,18.78417,1.26114299448926,14.89456,0.315898,2.77178,0.87559975844,4996.42,51.2820512820513,30.7692307692308,12.8205128205128,2.56410256410256,0,0,0,2.56410256410256,10,5,113,0.70625,0.1433893612,0.00538659466673573
HOJLID_clean,8.3495,1.62571944827371,5.13588,0.608298,1.20434,0.73259761332,5084.98,49.5495495495495,38.7387387387387,7.20720720720721,2.7027027027027,0,0,0,1.8018018018018,8,3.63636363636364,135,0.613636363636364,0.0987015884,0.00143613047930068
HOJLUP_clean,6.04405,1.29086789003366,4.68216,0.897215,0.659373,0.591599346195,1938.66,47.8260869565217,37.3913043478261,6.95652173913043,6.08695652173913,0,0,0,1.73913043478261,8,3.63636363636364,135,0.613636363636364,0.0552226192,0.000394946894310754
HOKLIE_clean,5.61648,1.38575527817597,4.05301,1.31362,0.373167,0.49019963454,848.591,51.1764705882353,25.2941176470588,17.6470588235294,2.35294117647059,0,0,0,3.52941176470588,10,6.89655172413793,263,0.755747126436782,0.0326951439,0.000337001125494779
HOMRIL_clean,8.32537,2.02812945346472,4.10495,0.82756,0.78665,0.651000074,1882.35,30.188679245283,45.2830188679245,0,22.6415094339623,0,0,0,1.88679245283019,0,6.25,17,0.265625,0.0491292941,0.000375530802158138
HOMXIR_manual,23.70226,1.03708471342875,22.8547,0.394433,2.13978,0.84399984474,4485.82,52.0710059171598,27.810650887574,15.3846153846154,0,0,0,0,4.73372781065089,6.5,9.09090909090909,194.5,0.736742424242424,0.1182161894,0.00398981084789321
HOMZEP_clean,8.52957,1.25767396734306,6.78202,1.30479,0.461377,0.60200009583,904.71,40.6015037593985,13.5338345864662,36.8421052631579,0,0,0,0,9.02255639097744,8.16666666666667,22.2222222222222,91,0.842592592592593,0.0533144983,0.000380534906828651
HOQMIL_clean,5.74994,1.1492593695597,5.00317,1.13423,0.432891,0.49099795893,1026.22,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,73,0.701923076923077,0.0428024048,0.00017236803675026
HOQMIL01_clean,5.56977,1.15271520136096,4.83187,1.16042,0.417781,0.48480142802,967.652,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,73,0.701923076923077,0.0399743525,0.000105834960835264
HOQMIL02_clean,5.63983,1.153969549836,4.88733,1.14617,0.424021,0.48600014957,1000.26,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,73,0.701923076923077,0.0411026237,9.20558435126039E-05
HOQMIL03_clean,5.60791,1.14970611088446,4.87769,1.15397,0.424274,0.48959946778,990.77,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,73,0.701923076923077,0.0414031273,0.000116171318376196
HOQMIL04_clean,5.70711,1.16070360834177,4.91694,1.1407,0.437277,0.4988018739,994.985,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,37,0.711538461538462,0.0407439449,0.000432398671728318
HOQNEI_clean,5.27742,1.09137269986227,4.83558,1.18109,0.403186,0.47619895274,906.928,46.4285714285714,28.5714285714286,17.8571428571429,3.57142857142857,0,0,0,3.57142857142857,10,7.69230769230769,73,0.701923076923077,0.0383261917,0.000430973188220017
HOVGIK_clean,5.93161,1.401102625941,4.23353,1.12874,0.479296,0.54100056704,1158.97,48.5294117647059,30.8823529411765,5.88235294117647,13.2352941176471,0,0,0,1.47058823529412,8,3.03030303030303,91,0.689393939393939,0.0460321441,0.000220581670133762
HOVQAM_clean,8.83543,1.80510512412431,4.89469,0.624336,1.12119,0.69999927984,4918.23,53.1645569620253,37.9746835443038,0,7.59493670886076,0,0,0,1.26582278481013,0,2.38095238095238,109,0.648809523809524,0.101193434,0.0016480717552986
HOWPEQ_clean,5.50159,1.23371462785102,4.45937,1.2167,0.535877,0.6520015459,1798.5,26.6666666666667,26.6666666666667,0,40,0,0,0,6.66666666666667,0,25,17,0.53125,0.034111257,0.000901025340235055
HOWPUF_clean,7.93406,1.44692608039917,5.48339,0.971712,0.667482,0.648600269184,2101.08,39.5348837209302,27.906976744186,18.6046511627907,9.30232558139535,0,0,0,4.65116279069767,8,11.7647058823529,45,0.661764705882353,0.049298588,0.000413607418115559
HOWSAP_clean,6.71751,1.45527907520862,4.61596,1.15559,0.505717,0.58440150803,1445.9,41.7910447761194,29.8507462686567,20.8955223880597,2.98507462686567,0,0,0,4.47761194029851,9.33333333333333,10.7142857142857,73,0.651785714285714,0.0373909009,0.000750346924048863
HOWSET_clean,7.27272,1.80344584742653,4.03268,1.23503,0.463147,0.57200043941,1333.89,44.6540880503145,25.1572327044025,22.6415094339623,2.51572327044025,0,0,0,5.0314465408805,9,11.2676056338028,205,0.721830985915493,0.0415187194,0.000605784362828822
HOWSIX_clean,7.29706,1.82078275298492,4.00765,1.2292,0.467785,0.575001322,1332.99,44.6540880503145,25.1572327044025,22.6415094339623,2.51572327044025,0,0,0,5.0314465408805,9,11.2676056338028,205,0.721830985915493,0.0414668099,0.000797654231095293
HOXJIO_charged,6.55469,1.38456647606414,4.73411,1.16621,0.483104,0.56340071584,1387.32,45.5882352941176,36.7647058823529,5.14705882352941,0,4.41176470588235,0,5.88235294117647,2.20588235294118,4.66666666666667,4.83870967741935,75,0.604838709677419,0.0369833341,0.000522593807717177
HOXKUB_clean,6.32021,1.50228663247018,4.20706,1.716,0.315151,0.540799116,753.082,43.9024390243902,14.6341463414634,29.2682926829268,0,0,0,7.31707317073171,4.8780487804878,12,11.1111111111111,61,0.847222222222222,0.0294487023,0.00045219116238625
HOXSUK_clean,6.8634,1.05472315706975,6.5073,1.07828,0.512854,0.55300021112,1179.6,54.320987654321,29.6296296296296,12.3456790123457,0,0,0,0,3.7037037037037,6.66666666666667,6.81818181818182,129,0.732954545454545,0.0457967286,0.000927099001526059
HUCBEN_manual,5.37435,1.27087442005647,4.22886,1.12816,0.48947,0.5522004752,1052.06,54.9019607843137,27.4509803921569,15.6862745098039,0,0,0,0,1.96078431372549,16,3.57142857142857,43,0.767857142857143,0.0455349916,0.000352802167586252
HUCXOU_clean,6.73345,1.79804159278802,3.74488,1.28647,0.43188,0.5556006636,1118.85,48.8372093023256,27.906976744186,13.953488372093,6.97674418604651,0,0,0,2.32558139534884,12,4.76190476190476,61,0.726190476190476,0.0352236755,0.000319036073473826
HUDWUA_clean,5.86312,1.49351076105591,3.92573,1.18848,0.469003,0.55740068544,1280.49,49.5412844036697,27.5229357798165,18.348623853211,0,0,0,0,4.58715596330275,8,9.25925925925926,40,0.740740740740741,0.0410645454,0.000712009647303567
HUFHEX_clean,11.02675,1.40109223378072,7.87011,0.803859,0.89966,0.72319978794,2743.99,40.9090909090909,36.3636363636364,0,18.1818181818182,0,0,0,4.54545454545455,0,11.1111111111111,91,0.561728395061728,0.0557132402,0.0020827189449124
