MOF,LCD (Å),LCD/PLD,PLD (Å),density (g/cm3),Pore Volume (cm3/g),Porosity,Surface Area (m2/g),%C,%H,%O,%N,%Halojen,%Metalloids,%Ametal,%Metal,TDU,DU,MP,O-to-M,U_He (mol/kg),D_He (cm2/s)
ASINIB_clean,12.40052,1.71601668341097,7.22634,0.666065,1.07047,0.71300260055,2773.85,52.6315789473684,33.9181286549708,7.01754385964912,4.67836257309941,0,0,0,1.75438596491228,977,0.678472222222222,3.33333333333333,8,0.0433148255,0.000998491296019692
ASOYOY_clean,9.52144,1.60881334166906,5.9183,0.828676,0.820103,0.679599673628,2557.99,46.8085106382979,34.0425531914894,4.25531914893617,12.7659574468085,0,0,0,2.12765957446809,225,0.639204545454545,4.54545454545455,4,0.0319585215,0.00094650819313087
ATAYAX_clean,10.41989,1.78096467089408,5.8507,0.781859,0.91858,0.71820004022,3072.5,50,22.7272727272727,18.1818181818182,2.27272727272727,2.27272727272727,0,0,4.54545454545455,103,0.78030303030303,9.09090909090909,8,0.0397488031,0.00108503780192487
ATAYEB_clean,10.54748,1.8329799731678,5.75428,0.825883,0.853389,0.704799467487,2845.11,48.8888888888889,22.2222222222222,17.7777777777778,2.22222222222222,4.44444444444444,0,0,4.44444444444444,103,0.78030303030303,9.09090909090909,8,0.0367266753,0.00103206506030449
ATEYED_clean,7.47545,1.20187948165536,6.2198,0.467817,1.6592,0.7762019664,7061.42,43.0769230769231,43.0769230769231,0,12.3076923076923,0,0,0,1.53846153846154,57,0.508928571428571,3.57142857142857,0,0.0685658985,0.00186284811652731
AVEQID_clean,7.54994,1.21235098401932,6.22752,0.801255,0.876126,0.70200033813,2819.83,51.1627906976744,23.2558139534884,18.6046511627907,2.32558139534884,0,0,0,4.65116279069767,69,0.784090909090909,9.09090909090909,8,0.0385930806,0.00141901381964688
AVILEY_clean,25.42698,2.36125009750716,10.76844,0.654082,1.28761,0.84220252402,2452.57,49.8269896193772,24.9134948096886,13.840830449827,4.1522491349481,2.07612456747405,0,0,5.19031141868512,433,0.751736111111111,10.4166666666667,5.33333333333333,0.0518961068,0.00263962709827201
AVITUU_clean,11.69294,1.68662606703843,6.93274,0.710904,0.983817,0.699399440568,2507.52,52.1739130434783,34.7826086956522,0,8.69565217391304,0,0,2.17391304347826,2.17391304347826,257,0.669270833333333,4.16666666666667,0,0.0385363511,0.000880167814555328
AVIVAC_clean,11.84006,1.60040821016065,7.39815,0.73653,0.968053,0.71300007609,2337.87,52.1739130434783,34.7826086956522,0,8.69565217391304,0,0,2.17391304347826,2.17391304347826,257,0.669270833333333,4.16666666666667,0,0.0373804975,0.000734419570192222
AVIVEG_clean,11.84801,1.60870858067705,7.36492,0.733043,0.97675,0.71599975025,2351.79,52.1739130434783,34.7826086956522,0,8.69565217391304,0,0,2.17391304347826,2.17391304347826,257,0.669270833333333,4.16666666666667,0,0.0376162726,0.000380153007717191
AVIVIK_clean,11.79938,1.76028440529844,6.70311,0.734288,0.972643,0.714200083184,2323.19,52.1739130434783,34.7826086956522,0,8.69565217391304,0,0,2.17391304347826,2.17391304347826,257,0.669270833333333,4.16666666666667,0,0.0379816458,0.000804032836038515
AVIVOQ_clean,11.94166,1.67364529258092,7.13512,0.709142,1.01785,0.7218001847,2658.68,52.1739130434783,34.7826086956522,0,8.69565217391304,0,0,2.17391304347826,2.17391304347826,257,0.669270833333333,4.16666666666667,0,0.0393354007,0.00107198276094417
AVIVUW_clean,12.04076,1.74026582183347,6.91892,0.729779,0.981393,0.716200002147,2315.89,52.1739130434783,34.7826086956522,0,8.69565217391304,0,0,2.17391304347826,2.17391304347826,257,0.669270833333333,4.16666666666667,0,0.0375866055,0.000766811108364826
AWAWUR_clean,9.42427,2.20597309089547,4.27216,0.982453,0.617434,0.606599885602,1610.56,46.875,21.875,20.3125,6.25,0,0,0,4.6875,139,0.772222222222222,10,8.66666666666667,0.0251136589,0.000458140269820773
AXINIF_clean,9.6188,1.11169797800598,8.65235,0.750661,0.891481,0.669200018941,2948.81,54,30,13,0,0,0,0,3,157,0.726851851851852,5.55555555555556,8.66666666666667,0.0371347412,0.00152415827300981
AXUHAD_clean,9.91084,2.00494010976673,4.94321,0.792408,0.795297,0.630199705176,2023.49,43.0379746835443,43.0379746835443,7.59493670886076,2.53164556962025,0,0,2.53164556962025,1.26582278481013,137,0.503676470588235,2.94117647058824,12,0.0287214099,0.000448199173571752
AYOQEM_clean,12.16451,1.76978742781988,6.87343,0.774775,0.912006,0.70659944865,2997.35,47.6190476190476,28.5714285714286,19.047619047619,0,0,0,0,4.76190476190476,337,0.702083333333333,10,8,0.0379571866,0.00156704356981347
BAPDAA_clean,12.36039,1.0704629952792,11.54677,1.38142,0.498906,0.68919872652,1132.67,44.4444444444444,11.1111111111111,33.3333333333333,0,0,0,0,11.1111111111111,64,0.888888888888889,25,6,0.0215600028,0.00143441317662753
BEDYEQ_clean,33.05863,1.04979658951221,31.49051,0.462445,1.79308,0.8292008806,3062.18,51.6129032258064,25.8064516129032,12.9032258064516,4.3010752688172,1.0752688172043,0,0,4.3010752688172,217,0.753472222222222,8.33333333333333,6,0.0742533034,0.00340543887839248
BEFGEA_manual,9.2615,1.37189521958619,6.75088,0.652591,1.10636,0.72200057876,3710.38,55.3846153846154,30.7692307692308,12.3076923076923,0,0,0,0,1.53846153846154,157,0.726851851851852,2.77777777777778,16,0.0471564218,0.00134683014786562
BELTOD_clean,5.92256,1.38417025413786,4.27878,1.03427,0.555753,0.57479865531,1459.74,50,27.3809523809524,16.6666666666667,0,0,0,2.38095238095238,3.57142857142857,245,0.729166666666667,7.14285714285714,9.33333333333333,0.0205679758,0.000516444229537827
BELTUJ_clean,5.64744,1.34562176844814,4.1969,1.08566,0.51416,0.5582029456,1283.49,49.4117647058824,28.2352941176471,16.4705882352941,0,0,0,2.35294117647059,3.52941176470588,241,0.717261904761905,7.14285714285714,9.33333333333333,0.0185158518,0.000566118704823536
BELVEV_charged,6.99036,1.41944025357735,4.92473,0.885864,0.717492,0.635600333088,2152.69,43.2432432432432,36.036036036036,14.4144144144144,1.8018018018018,0,0,1.8018018018018,2.7027027027027,57,0.59375,6.25,10.6666666666667,0.0255052861,0.000777074804189357
BEPREV_clean,6.75364,1.30872575559978,5.16047,0.798706,0.801547,0.640200398182,3156.46,52.1739130434783,31.8840579710145,9.42028985507246,4.34782608695652,0,0,0,2.17391304347826,301,0.696759259259259,4.16666666666667,8.66666666666667,0.0370246688,0.00166572054033413
BEPREV01_clean,6.64209,1.32090206723742,5.02845,0.808218,0.787906,0.636799811508,3141.59,52.1739130434783,31.8840579710145,9.42028985507246,4.34782608695652,0,0,0,2.17391304347826,301,0.696759259259259,4.16666666666667,8.66666666666667,0.0363477388,0.00204062202749262
BEPREV02_clean,7.19383,1.32085826602501,5.44633,0.766283,0.854514,0.654799551462,3265.37,52.1739130434783,31.8840579710145,9.42028985507246,4.34782608695652,0,0,0,2.17391304347826,301,0.696759259259259,4.16666666666667,8.66666666666667,0.03952515,0.0019212614555451
BEPREV03_clean,6.75186,1.30607768150929,5.16957,0.798706,0.801296,0.639999922976,3154.09,52.1739130434783,31.8840579710145,9.42028985507246,4.34782608695652,0,0,0,2.17391304347826,301,0.696759259259259,4.16666666666667,8.66666666666667,0.0368839884,0.00144833763815061
BETHIT_clean,16.17666,1.53937493041407,10.50859,0.819587,0.934129,0.765599984723,1570.48,35.2941176470588,11.7647058823529,0,47.0588235294118,0,0,0,5.88235294117647,61,0.847222222222222,16.6666666666667,0,0.0377001472,0.0021554106576317
BEWWEH_clean,9.01955,1.14260468592639,7.89385,0.713962,1.07485,0.7674020557,3323.78,30,0,60,0,0,0,0,10,49,1.02083333333333,33.3333333333333,12,0.0408028268,0.00156835030077032
BEXVEH_clean,9.97626,1.6203434206936,6.15688,0.782835,0.933274,0.73059955179,3030.79,47.2727272727273,23.6363636363636,23.6363636363636,0,0,0,0,5.45454545454545,157,0.754807692307692,11.5384615384615,8.66666666666667,0.0411465477,0.00143237370296588
BINCUY_manual,13.3117,1.54316543843603,8.62623,0.583969,1.24082,0.72460041458,3760.71,47.887323943662,36.6197183098592,8.45070422535211,5.63380281690141,0,0,0,1.40845070422535,127,0.622549019607843,2.94117647058824,12,0.0504044815,0.00117277736060861
BINDAF_manual,13.14316,1.54677820249685,8.49712,0.600599,1.2008,0.7211992792,3638.73,47.887323943662,36.6197183098592,8.45070422535211,5.63380281690141,0,0,0,1.40845070422535,127,0.622549019607843,2.94117647058824,12,0.0485764957,0.00157031385855014
BIWSIK_ion_b,18.63687,4.77013506561317,3.90699,0.676975,1.06562,0.7213980995,2868.16,44.1379310344828,22.0689655172414,2.75862068965517,27.5862068965517,0.689655172413793,0,0,2.75862068965517,145,0.755208333333333,6.25,2,0.0426755445,0.000965771384648698
BIYYAL_charged,8.30709,1.20560344827586,6.8904,0.897695,0.723854,0.64980011653,2129.09,44,34.9090909090909,9.81818181818182,8.72727272727273,1.09090909090909,0,0.363636363636364,1.09090909090909,147,0.607438016528926,2.47933884297521,18,0.0284851818,0.00114427256078019
BIZMAA_clean,8.82584,1.29769436729269,6.80117,0.838203,0.795512,0.666800544936,2423.76,44.9438202247191,35.9550561797753,8.98876404494382,8.98876404494382,0,0,0,1.12359550561798,145,0.604166666666667,2.5,16,0.0319613906,0.000644074958167306
